Graph	Algorithm	Seed	Solution	Time
erdos_renyi_n_75_c_9_seed_2.edges	SimFASDC-8	10	196	1
erdos_renyi_n_75_c_9_seed_2.edges	SimFASDC-8	2	190	0
erdos_renyi_n_75_c_9_seed_2.edges	SimFASDC-8	3	195	0
erdos_renyi_n_75_c_9_seed_2.edges	SimFASDC-8	4	190	1
erdos_renyi_n_75_c_9_seed_2.edges	SimFASDC-8	5	195	0
erdos_renyi_n_75_c_9_seed_2.edges	SimFASDC-8	6	190	0
erdos_renyi_n_75_c_9_seed_2.edges	SimFASDC-8	7	188	1
erdos_renyi_n_75_c_9_seed_2.edges	SimFASDC-8	8	193	0
erdos_renyi_n_75_c_9_seed_2.edges	SimFASDC-8	9	195	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-12	1	191	2
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-12	10	193	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-12	2	190	2
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-12	3	192	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-12	4	200	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-12	5	198	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-12	6	195	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-12	7	198	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-12	8	195	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-12	9	194	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-16	1	195	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-16	10	202	2
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-16	2	203	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-16	3	200	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-16	4	188	2
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-16	5	200	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-16	6	194	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-16	7	198	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-16	8	201	2
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-16	9	194	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-24	1	192	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-24	10	209	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-24	2	203	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-24	3	208	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-24	4	193	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-24	5	204	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-24	6	201	3
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-24	7	204	3
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-24	8	204	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-24	9	201	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-2	1	187	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-2	10	182	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-2	2	190	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-2	3	185	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-2	4	189	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-2	5	180	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-2	6	190	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-2	7	189	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-2	8	185	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-2	9	182	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-32	1	193	2
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-32	10	202	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-32	2	200	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-32	3	205	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-32	4	195	2
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-32	5	199	3
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-32	6	194	3
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-32	7	204	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-32	8	203	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-32	9	201	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-3	1	189	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-3	10	184	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-3	2	188	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-3	3	191	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-3	4	190	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-3	5	181	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-3	6	189	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-3	7	189	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-3	8	189	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-3	9	187	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-48	1	201	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-48	10	201	4
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-48	2	198	4
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-48	3	198	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-48	4	199	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-48	5	196	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-48	6	200	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-48	7	202	4
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-48	8	200	4
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-48	9	203	4
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-4	1	188	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-4	10	192	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-4	2	189	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-4	3	184	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-4	4	185	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-4	5	190	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-4	6	190	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-4	7	194	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-4	8	185	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-4	9	190	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-6	1	189	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-6	10	194	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-6	2	185	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-6	3	190	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-6	4	185	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-6	5	190	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-6	6	186	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-6	7	190	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-6	8	193	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-6	9	194	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-8	1	189	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-8	10	196	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-8	2	190	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-8	3	194	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-8	4	189	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-8	5	197	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-8	6	190	0
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-8	7	188	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-8	8	195	1
erdos_renyi_n_75_c_9_seed_2.edges	FASDC-8	9	196	1
erdos_renyi_n_75_c_9_seed_2.edges	RED+Greedy	1	201	0
erdos_renyi_n_75_c_9_seed_2.edges	RED+Greedy	10	208	0
erdos_renyi_n_75_c_9_seed_2.edges	RED+Greedy	2	201	0
erdos_renyi_n_75_c_9_seed_2.edges	RED+Greedy	3	204	0
erdos_renyi_n_75_c_9_seed_2.edges	RED+Greedy	4	202	0
erdos_renyi_n_75_c_9_seed_2.edges	RED+Greedy	5	203	0
erdos_renyi_n_75_c_9_seed_2.edges	RED+Greedy	6	208	0
erdos_renyi_n_75_c_9_seed_2.edges	RED+Greedy	7	205	0
erdos_renyi_n_75_c_9_seed_2.edges	RED+Greedy	8	201	0
erdos_renyi_n_75_c_9_seed_2.edges	RED+Greedy	9	200	0
erdos_renyi_n_75_c_9_seed_2.edges	REDstar+Greedy	1	201	0
erdos_renyi_n_75_c_9_seed_2.edges	REDstar+Greedy	10	208	0
erdos_renyi_n_75_c_9_seed_2.edges	REDstar+Greedy	2	201	0
erdos_renyi_n_75_c_9_seed_2.edges	REDstar+Greedy	3	204	0
erdos_renyi_n_75_c_9_seed_2.edges	REDstar+Greedy	4	202	0
erdos_renyi_n_75_c_9_seed_2.edges	REDstar+Greedy	5	203	0
erdos_renyi_n_75_c_9_seed_2.edges	REDstar+Greedy	6	208	0
erdos_renyi_n_75_c_9_seed_2.edges	REDstar+Greedy	7	205	0
erdos_renyi_n_75_c_9_seed_2.edges	REDstar+Greedy	8	201	0
erdos_renyi_n_75_c_9_seed_2.edges	REDstar+Greedy	9	200	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+Greedy	1	201	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+Greedy	10	208	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+Greedy	2	201	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+Greedy	3	204	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+Greedy	4	202	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+Greedy	5	203	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+Greedy	6	208	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+Greedy	7	205	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+Greedy	8	201	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+Greedy	9	200	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+chain+Greedy	1	201	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+chain+Greedy	10	208	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+chain+Greedy	2	201	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+chain+Greedy	3	204	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+chain+Greedy	4	202	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+chain+Greedy	5	203	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+chain+Greedy	6	208	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+chain+Greedy	7	205	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+chain+Greedy	8	201	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+2cyc+chain+Greedy	9	200	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+Greedy	1	204	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+Greedy	10	208	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+Greedy	2	205	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+Greedy	3	208	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+Greedy	4	207	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+Greedy	5	207	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+Greedy	6	201	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+Greedy	7	204	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+Greedy	8	205	0
erdos_renyi_n_75_c_9_seed_2.edges	scc+Greedy	9	205	0
erdos_renyi_n_75_c_9_seed_20.edges	Greedy	1	215	0
erdos_renyi_n_75_c_9_seed_20.edges	Greedy	10	216	0
erdos_renyi_n_75_c_9_seed_20.edges	Greedy	2	215	0
erdos_renyi_n_75_c_9_seed_20.edges	Greedy	3	218	0
erdos_renyi_n_75_c_9_seed_20.edges	Greedy	4	217	0
erdos_renyi_n_75_c_9_seed_20.edges	Greedy	5	219	0
erdos_renyi_n_75_c_9_seed_20.edges	Greedy	6	215	0
erdos_renyi_n_75_c_9_seed_20.edges	Greedy	7	220	0
erdos_renyi_n_75_c_9_seed_20.edges	Greedy	8	217	0
erdos_renyi_n_75_c_9_seed_20.edges	Greedy	9	215	0
erdos_renyi_n_75_c_9_seed_20.edges	HCS+Greedy	1	217	0
erdos_renyi_n_75_c_9_seed_20.edges	HCS+Greedy	10	215	0
erdos_renyi_n_75_c_9_seed_20.edges	HCS+Greedy	2	217	0
erdos_renyi_n_75_c_9_seed_20.edges	HCS+Greedy	3	215	0
erdos_renyi_n_75_c_9_seed_20.edges	HCS+Greedy	4	216	0
erdos_renyi_n_75_c_9_seed_20.edges	HCS+Greedy	5	216	0
erdos_renyi_n_75_c_9_seed_20.edges	HCS+Greedy	6	219	0
erdos_renyi_n_75_c_9_seed_20.edges	HCS+Greedy	7	216	0
erdos_renyi_n_75_c_9_seed_20.edges	HCS+Greedy	8	219	0
erdos_renyi_n_75_c_9_seed_20.edges	HCS+Greedy	9	218	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-12	1	208	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-12	10	215	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-12	2	210	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-12	3	208	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-12	4	209	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-12	5	213	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-12	6	206	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-12	7	211	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-12	8	212	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-12	9	213	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-16	1	210	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-16	10	212	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-16	2	212	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-16	3	209	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-16	4	212	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-16	5	212	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-16	6	213	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-16	7	210	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-16	8	214	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-16	9	213	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-24	1	212	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-24	10	216	3
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-24	2	213	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-24	3	214	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-24	4	210	3
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-24	5	211	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-24	6	216	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-24	7	213	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-24	8	216	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-24	9	214	3
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-2	1	205	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-2	10	204	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-2	2	206	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-2	3	207	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-2	4	206	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-2	5	204	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-2	6	204	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-2	7	206	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-2	8	206	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-2	9	200	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-32	1	213	3
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-32	10	218	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-32	2	218	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-32	3	215	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-32	4	213	3
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-32	5	216	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-32	6	211	3
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-32	7	213	3
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-32	8	219	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-32	9	215	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-3	1	205	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-3	10	203	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-3	2	206	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-3	3	206	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-3	4	206	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-3	5	205	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-3	6	206	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-3	7	209	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-3	8	206	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-3	9	205	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-48	1	214	4
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-48	10	214	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-48	2	215	4
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-48	3	213	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-48	4	214	3
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-48	5	218	4
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-48	6	208	4
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-48	7	209	4
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-48	8	212	4
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-48	9	218	2
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-4	1	207	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-4	10	209	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-4	2	210	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-4	3	202	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-4	4	208	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-4	5	207	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-4	6	209	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-4	7	211	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-4	8	205	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-4	9	207	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-6	1	216	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-6	10	217	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-6	2	213	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-6	3	216	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-6	4	212	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-6	5	211	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-6	6	203	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-6	7	214	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-6	8	211	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-6	9	212	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-8	1	209	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-8	10	216	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-8	2	214	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-8	3	206	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-8	4	206	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-8	5	218	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-8	6	208	1
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-8	7	214	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-8	8	209	0
erdos_renyi_n_75_c_9_seed_20.edges	SimFASDC-8	9	214	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-12	1	208	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-12	10	216	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-12	2	210	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-12	3	208	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-12	4	209	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-12	5	213	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-12	6	206	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-12	7	211	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-12	8	216	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-12	9	213	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-16	1	209	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-16	10	213	2
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-16	2	212	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-16	3	210	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-16	4	213	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-16	5	212	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-16	6	212	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-16	7	209	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-16	8	213	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-16	9	213	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-24	1	209	2
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-24	10	216	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-24	2	214	2
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-24	3	214	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-24	4	210	2
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-24	5	208	3
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-24	6	219	2
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-24	7	213	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-24	8	216	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-24	9	214	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-2	1	206	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-2	10	204	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-2	2	206	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-2	3	206	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-2	4	206	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-2	5	203	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-2	6	205	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-2	7	205	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-2	8	205	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-2	9	200	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-32	1	213	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-32	10	218	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-32	2	218	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-32	3	215	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-32	4	213	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-32	5	216	3
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-32	6	212	2
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-32	7	214	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-32	8	219	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-32	9	215	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-3	1	205	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-3	10	203	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-3	2	207	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-3	3	206	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-3	4	206	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-3	5	205	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-3	6	206	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-3	7	208	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-3	8	207	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-3	9	205	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-48	1	214	4
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-48	10	215	4
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-48	2	215	2
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-48	3	213	4
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-48	4	214	2
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-48	5	218	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-48	6	208	4
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-48	7	209	3
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-48	8	213	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-48	9	218	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-4	1	208	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-4	10	207	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-4	2	209	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-4	3	201	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-4	4	208	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-4	5	206	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-4	6	209	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-4	7	211	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-4	8	204	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-4	9	207	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-6	1	215	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-6	10	217	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-6	2	213	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-6	3	216	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-6	4	214	1
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-6	5	210	0
erdos_renyi_n_75_c_9_seed_20.edges	FASDC-6	6	203	0
