Graph	Algorithm	Seed	Solution	Time
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-2	4	177	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-2	5	184	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-2	6	177	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-2	7	180	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-2	8	178	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-2	9	177	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-32	1	197	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-32	10	191	3
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-32	2	194	2
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-32	3	194	3
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-32	4	194	2
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-32	5	190	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-32	6	194	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-32	7	189	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-32	8	194	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-32	9	197	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-3	1	182	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-3	10	178	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-3	2	179	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-3	3	175	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-3	4	177	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-3	5	177	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-3	6	175	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-3	7	181	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-3	8	180	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-3	9	177	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-48	1	198	3
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-48	10	197	3
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-48	2	196	2
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-48	3	195	3
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-48	4	193	5
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-48	5	192	2
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-48	6	192	5
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-48	7	193	2
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-48	8	197	3
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-48	9	197	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-4	1	184	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-4	10	183	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-4	2	187	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-4	3	180	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-4	4	178	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-4	5	187	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-4	6	183	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-4	7	182	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-4	8	183	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-4	9	182	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-6	1	186	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-6	10	190	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-6	2	191	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-6	3	190	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-6	4	183	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-6	5	187	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-6	6	186	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-6	7	184	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-6	8	190	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-6	9	189	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-8	1	192	2
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-8	10	192	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-8	2	192	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-8	3	191	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-8	4	194	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-8	5	194	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-8	6	190	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-8	7	193	0
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-8	8	192	1
erdos_renyi_n_100_c_7_seed_21.edges	FASDC-8	9	191	1
erdos_renyi_n_100_c_7_seed_21.edges	RED+Greedy	1	196	0
erdos_renyi_n_100_c_7_seed_21.edges	RED+Greedy	10	195	0
erdos_renyi_n_100_c_7_seed_21.edges	RED+Greedy	2	197	0
erdos_renyi_n_100_c_7_seed_21.edges	RED+Greedy	3	197	0
erdos_renyi_n_100_c_7_seed_21.edges	RED+Greedy	4	199	0
erdos_renyi_n_100_c_7_seed_21.edges	RED+Greedy	5	199	0
erdos_renyi_n_100_c_7_seed_21.edges	RED+Greedy	6	201	0
erdos_renyi_n_100_c_7_seed_21.edges	RED+Greedy	7	202	0
erdos_renyi_n_100_c_7_seed_21.edges	RED+Greedy	8	199	0
erdos_renyi_n_100_c_7_seed_21.edges	RED+Greedy	9	198	0
erdos_renyi_n_100_c_7_seed_21.edges	REDstar+Greedy	1	196	0
erdos_renyi_n_100_c_7_seed_21.edges	REDstar+Greedy	10	195	0
erdos_renyi_n_100_c_7_seed_21.edges	REDstar+Greedy	2	197	0
erdos_renyi_n_100_c_7_seed_21.edges	REDstar+Greedy	3	197	0
erdos_renyi_n_100_c_7_seed_21.edges	REDstar+Greedy	4	199	0
erdos_renyi_n_100_c_7_seed_21.edges	REDstar+Greedy	5	199	0
erdos_renyi_n_100_c_7_seed_21.edges	REDstar+Greedy	6	201	0
erdos_renyi_n_100_c_7_seed_21.edges	REDstar+Greedy	7	202	0
erdos_renyi_n_100_c_7_seed_21.edges	REDstar+Greedy	8	199	0
erdos_renyi_n_100_c_7_seed_21.edges	REDstar+Greedy	9	198	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+Greedy	1	196	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+Greedy	10	195	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+Greedy	2	197	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+Greedy	3	197	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+Greedy	4	199	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+Greedy	5	199	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+Greedy	6	201	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+Greedy	7	202	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+Greedy	8	199	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+Greedy	9	198	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+chain+Greedy	1	196	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+chain+Greedy	10	195	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+chain+Greedy	2	197	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+chain+Greedy	3	197	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+chain+Greedy	4	199	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+chain+Greedy	5	199	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+chain+Greedy	6	201	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+chain+Greedy	7	202	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+chain+Greedy	8	199	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+2cyc+chain+Greedy	9	198	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+Greedy	1	198	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+Greedy	10	198	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+Greedy	2	200	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+Greedy	3	198	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+Greedy	4	198	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+Greedy	5	198	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+Greedy	6	196	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+Greedy	7	196	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+Greedy	8	198	0
erdos_renyi_n_100_c_7_seed_21.edges	scc+Greedy	9	200	0
erdos_renyi_n_100_c_7_seed_22.edges	Greedy	1	202	0
erdos_renyi_n_100_c_7_seed_22.edges	Greedy	10	201	0
erdos_renyi_n_100_c_7_seed_22.edges	Greedy	2	203	0
erdos_renyi_n_100_c_7_seed_22.edges	Greedy	3	201	0
erdos_renyi_n_100_c_7_seed_22.edges	Greedy	4	201	0
erdos_renyi_n_100_c_7_seed_22.edges	Greedy	5	204	0
erdos_renyi_n_100_c_7_seed_22.edges	Greedy	6	202	0
erdos_renyi_n_100_c_7_seed_22.edges	Greedy	7	203	0
erdos_renyi_n_100_c_7_seed_22.edges	Greedy	8	203	0
erdos_renyi_n_100_c_7_seed_22.edges	Greedy	9	203	0
erdos_renyi_n_100_c_7_seed_22.edges	HCS+Greedy	1	203	0
erdos_renyi_n_100_c_7_seed_22.edges	HCS+Greedy	10	202	0
erdos_renyi_n_100_c_7_seed_22.edges	HCS+Greedy	2	199	0
erdos_renyi_n_100_c_7_seed_22.edges	HCS+Greedy	3	203	0
erdos_renyi_n_100_c_7_seed_22.edges	HCS+Greedy	4	202	0
erdos_renyi_n_100_c_7_seed_22.edges	HCS+Greedy	5	203	0
erdos_renyi_n_100_c_7_seed_22.edges	HCS+Greedy	6	203	0
erdos_renyi_n_100_c_7_seed_22.edges	HCS+Greedy	7	203	0
erdos_renyi_n_100_c_7_seed_22.edges	HCS+Greedy	8	201	0
erdos_renyi_n_100_c_7_seed_22.edges	HCS+Greedy	9	203	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-12	1	198	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-12	10	197	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-12	2	199	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-12	3	196	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-12	4	194	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-12	5	195	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-12	6	198	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-12	7	193	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-12	8	197	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-12	9	195	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-16	1	195	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-16	10	202	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-16	2	199	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-16	3	194	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-16	4	198	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-16	5	194	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-16	6	191	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-16	7	196	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-16	8	198	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-16	9	196	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-24	1	191	3
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-24	10	197	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-24	2	194	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-24	3	191	3
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-24	4	195	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-24	5	195	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-24	6	191	3
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-24	7	187	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-24	8	198	3
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-24	9	194	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-2	1	185	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-2	10	182	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-2	2	180	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-2	3	183	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-2	4	183	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-2	5	181	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-2	6	184	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-2	7	186	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-2	8	183	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-2	9	182	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-32	1	195	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-32	10	190	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-32	2	201	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-32	3	195	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-32	4	195	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-32	5	197	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-32	6	196	4
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-32	7	192	4
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-32	8	198	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-32	9	194	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-3	1	180	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-3	10	185	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-3	2	183	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-3	3	185	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-3	4	186	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-3	5	184	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-3	6	183	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-3	7	183	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-3	8	186	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-3	9	181	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-48	1	189	3
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-48	10	198	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-48	2	195	3
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-48	3	192	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-48	4	199	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-48	5	201	3
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-48	6	192	5
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-48	7	193	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-48	8	196	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-48	9	196	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-4	1	184	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-4	10	186	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-4	2	188	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-4	3	189	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-4	4	188	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-4	5	186	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-4	6	186	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-4	7	187	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-4	8	187	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-4	9	187	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-6	1	187	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-6	10	188	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-6	2	187	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-6	3	187	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-6	4	187	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-6	5	193	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-6	6	191	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-6	7	190	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-6	8	191	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-6	9	186	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-8	1	195	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-8	10	196	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-8	2	196	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-8	3	199	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-8	4	192	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-8	5	198	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-8	6	187	2
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-8	7	188	1
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-8	8	189	0
erdos_renyi_n_100_c_7_seed_22.edges	SimFASDC-8	9	191	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-12	1	198	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-12	10	197	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-12	2	199	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-12	3	196	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-12	4	195	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-12	5	195	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-12	6	199	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-12	7	193	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-12	8	198	2
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-12	9	193	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-16	1	195	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-16	10	202	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-16	2	199	2
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-16	3	193	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-16	4	201	2
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-16	5	193	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-16	6	192	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-16	7	194	2
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-16	8	199	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-16	9	195	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-24	1	195	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-24	10	193	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-24	2	193	2
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-24	3	199	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-24	4	195	2
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-24	5	195	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-24	6	195	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-24	7	188	2
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-24	8	198	2
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-24	9	195	3
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-2	1	182	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-2	10	182	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-2	2	183	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-2	3	183	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-2	4	184	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-2	5	182	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-2	6	185	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-2	7	187	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-2	8	181	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-2	9	181	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-32	1	193	2
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-32	10	191	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-32	2	202	3
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-32	3	194	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-32	4	195	4
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-32	5	197	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-32	6	196	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-32	7	191	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-32	8	197	4
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-32	9	195	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-3	1	179	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-3	10	182	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-3	2	180	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-3	3	185	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-3	4	184	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-3	5	180	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-3	6	184	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-3	7	183	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-3	8	183	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-3	9	184	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-48	1	194	3
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-48	10	198	4
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-48	2	193	3
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-48	3	192	5
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-48	4	199	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-48	5	196	5
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-48	6	195	2
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-48	7	196	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-48	8	196	3
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-48	9	195	3
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-4	1	188	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-4	10	188	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-4	2	187	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-4	3	185	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-4	4	191	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-4	5	190	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-4	6	184	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-4	7	186	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-4	8	188	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-4	9	189	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-6	1	189	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-6	10	187	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-6	2	188	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-6	3	188	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-6	4	191	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-6	5	189	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-6	6	188	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-6	7	188	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-6	8	190	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-6	9	187	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-8	1	195	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-8	10	196	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-8	2	195	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-8	3	200	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-8	4	192	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-8	5	197	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-8	6	188	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-8	7	188	0
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-8	8	191	1
erdos_renyi_n_100_c_7_seed_22.edges	FASDC-8	9	191	0
erdos_renyi_n_100_c_7_seed_22.edges	RED+Greedy	1	202	0
erdos_renyi_n_100_c_7_seed_22.edges	RED+Greedy	10	200	0
erdos_renyi_n_100_c_7_seed_22.edges	RED+Greedy	2	203	0
erdos_renyi_n_100_c_7_seed_22.edges	RED+Greedy	3	201	0
erdos_renyi_n_100_c_7_seed_22.edges	RED+Greedy	4	201	0
erdos_renyi_n_100_c_7_seed_22.edges	RED+Greedy	5	203	0
erdos_renyi_n_100_c_7_seed_22.edges	RED+Greedy	6	201	0
erdos_renyi_n_100_c_7_seed_22.edges	RED+Greedy	7	201	0
erdos_renyi_n_100_c_7_seed_22.edges	RED+Greedy	8	202	0
erdos_renyi_n_100_c_7_seed_22.edges	RED+Greedy	9	204	0
erdos_renyi_n_100_c_7_seed_22.edges	REDstar+Greedy	1	202	0
erdos_renyi_n_100_c_7_seed_22.edges	REDstar+Greedy	10	200	0
erdos_renyi_n_100_c_7_seed_22.edges	REDstar+Greedy	2	203	0
erdos_renyi_n_100_c_7_seed_22.edges	REDstar+Greedy	3	201	0
erdos_renyi_n_100_c_7_seed_22.edges	REDstar+Greedy	4	201	0
erdos_renyi_n_100_c_7_seed_22.edges	REDstar+Greedy	5	203	0
erdos_renyi_n_100_c_7_seed_22.edges	REDstar+Greedy	6	201	0
erdos_renyi_n_100_c_7_seed_22.edges	REDstar+Greedy	7	201	0
erdos_renyi_n_100_c_7_seed_22.edges	REDstar+Greedy	8	202	0
erdos_renyi_n_100_c_7_seed_22.edges	REDstar+Greedy	9	204	0
erdos_renyi_n_100_c_7_seed_22.edges	scc+2cyc+Greedy	1	202	0
erdos_renyi_n_100_c_7_seed_22.edges	scc+2cyc+Greedy	10	200	0
erdos_renyi_n_100_c_7_seed_22.edges	scc+2cyc+Greedy	2	203	0
erdos_renyi_n_100_c_7_seed_22.edges	scc+2cyc+Greedy	3	201	0
erdos_renyi_n_100_c_7_seed_22.edges	scc+2cyc+Greedy	4	201	0
erdos_renyi_n_100_c_7_seed_22.edges	scc+2cyc+Greedy	5	203	0
erdos_renyi_n_100_c_7_seed_22.edges	scc+2cyc+Greedy	6	201	0
erdos_renyi_n_100_c_7_seed_22.edges	scc+2cyc+Greedy	7	201	0
