Graph	Algorithm	RandomSeed	Solution	Time
eswiki-2013	FASDC-2	1	7374744	61321
eswiki-2013	FASDC-2	10	7373019	56377
eswiki-2013	FASDC-2	2	7373116	64355
eswiki-2013	FASDC-2	3	7377458	63681
eswiki-2013	FASDC-2	4	7376980	57509
eswiki-2013	FASDC-2	5	7370994	54666
eswiki-2013	FASDC-2	6	7373180	61002
eswiki-2013	FASDC-2	7	7378300	56398
eswiki-2013	FASDC-2	8	7373217	64657
eswiki-2013	FASDC-2	9	7368628	63149
eswiki-2013	FASDC-32	1	7799683	434079
eswiki-2013	FASDC-32	10	7800381	367922
eswiki-2013	FASDC-32	2	7802136	438210
eswiki-2013	FASDC-32	3	7799993	372553
eswiki-2013	FASDC-32	4	7803198	444993
eswiki-2013	FASDC-32	5	7802480	445498
eswiki-2013	FASDC-32	6	7797251	441923
eswiki-2013	FASDC-32	7	7803777	373385
eswiki-2013	FASDC-32	8	7799777	419619
eswiki-2013	FASDC-32	9	7793936	375946
eswiki-2013	FASDC-3	1	7368449	61240
eswiki-2013	FASDC-3	10	7369001	75803
eswiki-2013	FASDC-3	2	7367432	73932
eswiki-2013	FASDC-3	3	7372896	63338
eswiki-2013	FASDC-3	4	7373870	71092
eswiki-2013	FASDC-3	5	7367581	70869
eswiki-2013	FASDC-3	6	7367451	68553
eswiki-2013	FASDC-3	7	7371137	65612
eswiki-2013	FASDC-3	8	7366970	69999
eswiki-2013	FASDC-3	9	7364313	59888
eswiki-2013	FASDC-48	1	7830401	603766
eswiki-2013	FASDC-48	10	7827917	603392
eswiki-2013	FASDC-48	2	7834689	609119
eswiki-2013	FASDC-48	3	7830206	553401
eswiki-2013	FASDC-48	4	7835204	607766
eswiki-2013	FASDC-48	5	7840101	512765
eswiki-2013	FASDC-48	6	7828627	606153
eswiki-2013	FASDC-48	7	7839001	613521
eswiki-2013	FASDC-48	8	7830520	606553
eswiki-2013	FASDC-48	9	7827874	484994
eswiki-2013	FASDC-4	1	7417110	82673
eswiki-2013	FASDC-4	10	7416322	75262
eswiki-2013	FASDC-4	2	7418180	84379
eswiki-2013	FASDC-4	3	7419505	84028
eswiki-2013	FASDC-4	4	7419583	85181
eswiki-2013	FASDC-4	5	7414496	83567
eswiki-2013	FASDC-4	6	7415692	74452
eswiki-2013	FASDC-4	7	7420622	86502
eswiki-2013	FASDC-4	8	7415467	75941
eswiki-2013	FASDC-4	9	7411703	83757
eswiki-2013	FASDC-6	1	7510966	109132
eswiki-2013	FASDC-6	10	7513683	105905
eswiki-2013	FASDC-6	2	7515886	96074
eswiki-2013	FASDC-6	3	7516950	110350
eswiki-2013	FASDC-6	4	7513770	101979
eswiki-2013	FASDC-6	5	7512436	106212
eswiki-2013	FASDC-6	6	7513241	108570
eswiki-2013	FASDC-6	7	7515847	111233
eswiki-2013	FASDC-6	8	7516076	93794
eswiki-2013	FASDC-6	9	7508866	108333
eswiki-2013	FASDC-8	1	7578810	126882
eswiki-2013	FASDC-8	10	7580915	129566
eswiki-2013	FASDC-8	2	7582412	136786
eswiki-2013	FASDC-8	3	7583893	134685
eswiki-2013	FASDC-8	4	7580509	120347
eswiki-2013	FASDC-8	5	7585118	134101
eswiki-2013	FASDC-8	6	7582264	124015
eswiki-2013	FASDC-8	7	7585655	134050
eswiki-2013	FASDC-8	8	7579714	131527
eswiki-2013	FASDC-8	9	7575416	130059
eswiki-2013	RED+Greedy	1	8385781	24256
eswiki-2013	RED+Greedy	10	8385499	33163
eswiki-2013	RED+Greedy	2	8389943	26284
eswiki-2013	RED+Greedy	3	8390283	32710
eswiki-2013	RED+Greedy	4	8386562	33034
eswiki-2013	RED+Greedy	5	8387794	31040
eswiki-2013	RED+Greedy	6	8386889	24869
eswiki-2013	RED+Greedy	7	8391909	33525
eswiki-2013	RED+Greedy	8	8386702	24937
eswiki-2013	RED+Greedy	9	8381899	33052
eswiki-2013	REDstar+Greedy	1	8380359	37819
eswiki-2013	REDstar+Greedy	10	8380487	37726
eswiki-2013	REDstar+Greedy	2	8385248	39867
eswiki-2013	REDstar+Greedy	3	8384397	31575
eswiki-2013	REDstar+Greedy	4	8381184	39028
eswiki-2013	REDstar+Greedy	5	8384205	29971
eswiki-2013	REDstar+Greedy	6	8382193	37021
eswiki-2013	REDstar+Greedy	7	8387860	31127
eswiki-2013	REDstar+Greedy	8	8380521	39483
eswiki-2013	REDstar+Greedy	9	8377221	30735
eswiki-2013	scc+2cyc+Greedy	1	8392543	32546
eswiki-2013	scc+2cyc+Greedy	10	8392708	32990
eswiki-2013	scc+2cyc+Greedy	2	8396523	33504
eswiki-2013	scc+2cyc+Greedy	3	8396454	32286
eswiki-2013	scc+2cyc+Greedy	4	8392247	25545
eswiki-2013	scc+2cyc+Greedy	5	8395915	31872
eswiki-2013	scc+2cyc+Greedy	6	8393739	26855
eswiki-2013	scc+2cyc+Greedy	7	8399312	32764
eswiki-2013	scc+2cyc+Greedy	8	8393487	24689
eswiki-2013	scc+2cyc+Greedy	9	8387454	32485
eswiki-2013	scc+2cyc+chain+Greedy	1	8391997	33167
eswiki-2013	scc+2cyc+chain+Greedy	10	8392976	32995
eswiki-2013	scc+2cyc+chain+Greedy	2	8396872	32947
eswiki-2013	scc+2cyc+chain+Greedy	3	8396126	32638
eswiki-2013	scc+2cyc+chain+Greedy	4	8391797	32771
eswiki-2013	scc+2cyc+chain+Greedy	5	8395159	30266
eswiki-2013	scc+2cyc+chain+Greedy	6	8393829	26235
eswiki-2013	scc+2cyc+chain+Greedy	7	8399543	32797
eswiki-2013	scc+2cyc+chain+Greedy	8	8392885	33228
eswiki-2013	scc+2cyc+chain+Greedy	9	8388030	33044
eswiki-2013	scc+Greedy	1	8797467	31097
eswiki-2013	scc+Greedy	10	8795361	31092
eswiki-2013	scc+Greedy	2	8798863	31786
eswiki-2013	scc+Greedy	3	8800130	30670
eswiki-2013	scc+Greedy	4	8796264	31103
eswiki-2013	scc+Greedy	5	8798127	30404
eswiki-2013	scc+Greedy	6	8798197	24195
eswiki-2013	scc+Greedy	7	8803061	30244
eswiki-2013	scc+Greedy	8	8796012	31038
eswiki-2013	scc+Greedy	9	8794653	31734
eu-2005	Greedy	1	9093890	11980
eu-2005	Greedy	10	9096956	11635
eu-2005	Greedy	2	9092903	11830
eu-2005	Greedy	3	9091694	11281
eu-2005	Greedy	4	9102425	11183
eu-2005	Greedy	5	9095834	10759
eu-2005	Greedy	6	9092409	10723
eu-2005	Greedy	7	9092833	8842
eu-2005	Greedy	8	9098387	11468
eu-2005	Greedy	9	9093869	7908
eu-2005	HCS+Greedy	1	8955401	49403
eu-2005	HCS+Greedy	10	8957290	52094
eu-2005	HCS+Greedy	2	8955926	45177
eu-2005	HCS+Greedy	3	8953765	49497
eu-2005	HCS+Greedy	4	8964104	46314
eu-2005	HCS+Greedy	5	8955271	52388
eu-2005	HCS+Greedy	6	8954653	43723
eu-2005	HCS+Greedy	7	8953425	43303
eu-2005	HCS+Greedy	8	8958761	51182
eu-2005	HCS+Greedy	9	8953247	41472
eu-2005	SimFASDC-12	1	8535566	38369
eu-2005	SimFASDC-12	10	8538382	30783
eu-2005	SimFASDC-12	2	8535115	30527
eu-2005	SimFASDC-12	3	8533786	38858
eu-2005	SimFASDC-12	4	8541278	37764
eu-2005	SimFASDC-12	5	8532778	38880
eu-2005	SimFASDC-12	6	8533342	39275
eu-2005	SimFASDC-12	7	8533478	29845
eu-2005	SimFASDC-12	8	8534846	37807
eu-2005	SimFASDC-12	9	8534072	31606
eu-2005	SimFASDC-16	1	8538497	35130
eu-2005	SimFASDC-16	10	8542208	34515
eu-2005	SimFASDC-16	2	8534339	46055
eu-2005	SimFASDC-16	3	8527309	42365
eu-2005	SimFASDC-16	4	8550071	44969
eu-2005	SimFASDC-16	5	8532127	43625
eu-2005	SimFASDC-16	6	8531020	45537
eu-2005	SimFASDC-16	7	8532421	44100
eu-2005	SimFASDC-16	8	8536594	43855
eu-2005	SimFASDC-16	9	8534028	44109
eu-2005	SimFASDC-24	1	8553064	57204
eu-2005	SimFASDC-24	10	8555511	56043
eu-2005	SimFASDC-24	2	8537962	46940
eu-2005	SimFASDC-24	3	8551114	56289
eu-2005	SimFASDC-24	4	8552806	46788
eu-2005	SimFASDC-24	5	8543749	52727
eu-2005	SimFASDC-24	6	8549742	54893
eu-2005	SimFASDC-24	7	8554730	55754
eu-2005	SimFASDC-24	8	8549592	57469
eu-2005	SimFASDC-24	9	8543773	49219
eu-2005	SimFASDC-2	1	8466673	26130
eu-2005	SimFASDC-2	10	8464173	29990
eu-2005	SimFASDC-2	2	8460888	26271
eu-2005	SimFASDC-2	3	8459384	26180
eu-2005	SimFASDC-2	4	8471600	25974
eu-2005	SimFASDC-2	5	8465761	25916
eu-2005	SimFASDC-2	6	8464019	26748
eu-2005	SimFASDC-2	7	8462324	21006
eu-2005	SimFASDC-2	8	8463817	25765
eu-2005	SimFASDC-2	9	8463187	19862
eu-2005	SimFASDC-32	1	8546746	71700
eu-2005	SimFASDC-32	10	8553794	48315
eu-2005	SimFASDC-32	2	8547406	68634
eu-2005	SimFASDC-32	3	8540235	68501
eu-2005	SimFASDC-32	4	8551961	68704
eu-2005	SimFASDC-32	5	8544061	67157
eu-2005	SimFASDC-32	6	8544908	71789
eu-2005	SimFASDC-32	7	8541150	51734
eu-2005	SimFASDC-32	8	8540608	50579
eu-2005	SimFASDC-32	9	8545001	49902
eu-2005	SimFASDC-3	1	8460589	33395
eu-2005	SimFASDC-3	10	8463083	19241
eu-2005	SimFASDC-3	2	8460113	32298
eu-2005	SimFASDC-3	3	8456934	31455
eu-2005	SimFASDC-3	4	8470046	36212
eu-2005	SimFASDC-3	5	8460969	33879
eu-2005	SimFASDC-3	6	8457871	33235
eu-2005	SimFASDC-3	7	8461149	32361
eu-2005	SimFASDC-3	8	8463902	31997
eu-2005	SimFASDC-3	9	8459963	18986
eu-2005	SimFASDC-48	1	8554803	68920
eu-2005	SimFASDC-48	10	8548078	65358
eu-2005	SimFASDC-48	2	8543895	100466
eu-2005	SimFASDC-48	3	8548082	95512
eu-2005	SimFASDC-48	4	8563620	76302
eu-2005	SimFASDC-48	5	8546938	91911
eu-2005	SimFASDC-48	6	8542569	141735
eu-2005	SimFASDC-48	7	8548194	86147
eu-2005	SimFASDC-48	8	8552011	133875
eu-2005	SimFASDC-48	9	8549130	141302
eu-2005	SimFASDC-4	1	8496150	21510
eu-2005	SimFASDC-4	10	8497404	33100
eu-2005	SimFASDC-4	2	8497679	38753
eu-2005	SimFASDC-4	3	8491062	35039
eu-2005	SimFASDC-4	4	8504089	43737
eu-2005	SimFASDC-4	5	8492864	39597
eu-2005	SimFASDC-4	6	8490476	33477
eu-2005	SimFASDC-4	7	8492167	32993
eu-2005	SimFASDC-4	8	8500245	33610
eu-2005	SimFASDC-4	9	8493262	33992
eu-2005	SimFASDC-6	1	8504145	40217
eu-2005	SimFASDC-6	10	8506259	30228
eu-2005	SimFASDC-6	2	8502488	24050
eu-2005	SimFASDC-6	3	8499995	30227
eu-2005	SimFASDC-6	4	8510924	24231
eu-2005	SimFASDC-6	5	8501027	30134
eu-2005	SimFASDC-6	6	8501989	29670
eu-2005	SimFASDC-6	7	8502702	30059
eu-2005	SimFASDC-6	8	8503439	29363
eu-2005	SimFASDC-6	9	8502591	24163
eu-2005	SimFASDC-8	1	8514411	33955
eu-2005	SimFASDC-8	10	8515026	34894
eu-2005	SimFASDC-8	2	8524296	26394
eu-2005	SimFASDC-8	3	8522049	32846
eu-2005	SimFASDC-8	4	8533551	27046
eu-2005	SimFASDC-8	5	8523500	32517
eu-2005	SimFASDC-8	6	8523569	32320
eu-2005	SimFASDC-8	7	8509640	33798
eu-2005	SimFASDC-8	8	8516070	32402
eu-2005	SimFASDC-8	9	8507516	35055
eu-2005	FASDC-12	1	8532901	60915
eu-2005	FASDC-12	10	8535875	55792
eu-2005	FASDC-12	2	8532503	50557
eu-2005	FASDC-12	3	8530594	58933
eu-2005	FASDC-12	4	8537888	65193
eu-2005	FASDC-12	5	8530774	64270
eu-2005	FASDC-12	6	8529123	51308
eu-2005	FASDC-12	7	8530883	57638
eu-2005	FASDC-12	8	8531859	53698
eu-2005	FASDC-12	9	8528770	61550
eu-2005	FASDC-16	1	8533155	69117
eu-2005	FASDC-16	10	8534754	67334
eu-2005	FASDC-16	2	8532010	66215
eu-2005	FASDC-16	3	8528562	66770
eu-2005	FASDC-16	4	8547183	64746
eu-2005	FASDC-16	5	8528294	77563
eu-2005	FASDC-16	6	8529883	67928
eu-2005	FASDC-16	7	8530778	73672
eu-2005	FASDC-16	8	8534217	62763
eu-2005	FASDC-16	9	8529798	69805
eu-2005	FASDC-24	1	8546235	75961
eu-2005	FASDC-24	10	8547661	84942
eu-2005	FASDC-24	2	8546291	79679
eu-2005	FASDC-24	3	8548325	81899
eu-2005	FASDC-24	4	8553744	76967
eu-2005	FASDC-24	5	8545294	79438
eu-2005	FASDC-24	6	8544567	83348
eu-2005	FASDC-24	7	8551596	73760
eu-2005	FASDC-24	8	8547654	86435
eu-2005	FASDC-24	9	8539901	85020
eu-2005	FASDC-2	1	8457448	38480
eu-2005	FASDC-2	10	8457630	32766
eu-2005	FASDC-2	2	8455419	35618
eu-2005	FASDC-2	3	8454910	35669
eu-2005	FASDC-2	4	8465142	38458
eu-2005	FASDC-2	5	8455627	43923
eu-2005	FASDC-2	6	8456648	38159
eu-2005	FASDC-2	7	8454516	34496
eu-2005	FASDC-2	8	8459214	36610
eu-2005	FASDC-2	9	8456651	35173
eu-2005	FASDC-32	1	8547207	92014
eu-2005	FASDC-32	10	8545773	100560
eu-2005	FASDC-32	2	8544310	103862
eu-2005	FASDC-32	3	8536609	102830
eu-2005	FASDC-32	4	8552079	96002
eu-2005	FASDC-32	5	8540123	111716
eu-2005	FASDC-32	6	8546839	94927
eu-2005	FASDC-32	7	8540179	101862
eu-2005	FASDC-32	8	8539638	109004
eu-2005	FASDC-32	9	8541692	110226
eu-2005	FASDC-3	1	8455496	37086
eu-2005	FASDC-3	10	8459537	34141
eu-2005	FASDC-3	2	8455130	33705
eu-2005	FASDC-3	3	8452869	37242
eu-2005	FASDC-3	4	8467348	34337
eu-2005	FASDC-3	5	8460214	42412
eu-2005	FASDC-3	6	8455406	34185
eu-2005	FASDC-3	7	8455919	36128
eu-2005	FASDC-3	8	8461779	36453
eu-2005	FASDC-3	9	8456209	35203
eu-2005	FASDC-48	1	8551770	129318
eu-2005	FASDC-48	10	8547494	121223
eu-2005	FASDC-48	2	8547409	134584
eu-2005	FASDC-48	3	8550661	127958
eu-2005	FASDC-48	4	8555729	145529
eu-2005	FASDC-48	5	8545267	141181
eu-2005	FASDC-48	6	8542419	130819
eu-2005	FASDC-48	7	8547546	127941
eu-2005	FASDC-48	8	8549845	131573
eu-2005	FASDC-48	9	8547367	135803
eu-2005	FASDC-4	1	8482641	40943
eu-2005	FASDC-4	10	8484861	36328
eu-2005	FASDC-4	2	8487149	33385
eu-2005	FASDC-4	3	8474974	38630
eu-2005	FASDC-4	4	8491143	35254
eu-2005	FASDC-4	5	8480454	40599
eu-2005	FASDC-4	6	8477379	35431
eu-2005	FASDC-4	7	8482526	39118
eu-2005	FASDC-4	8	8481849	38916
eu-2005	FASDC-4	9	8485254	36659
eu-2005	FASDC-6	1	8499096	40428
eu-2005	FASDC-6	10	8501289	43644
eu-2005	FASDC-6	2	8496319	38023
eu-2005	FASDC-6	3	8495506	45230
eu-2005	FASDC-6	4	8506502	43077
eu-2005	FASDC-6	5	8495632	48820
eu-2005	FASDC-6	6	8495595	40661
eu-2005	FASDC-6	7	8497258	39062
eu-2005	FASDC-6	8	8499458	40640
eu-2005	FASDC-6	9	8497275	41148
eu-2005	FASDC-8	1	8514249	47515
eu-2005	FASDC-8	10	8514379	46331
eu-2005	FASDC-8	2	8507752	42347
eu-2005	FASDC-8	3	8501960	50920
eu-2005	FASDC-8	4	8515246	43502
eu-2005	FASDC-8	5	8510400	54983
eu-2005	FASDC-8	6	8511627	50188
eu-2005	FASDC-8	7	8507955	43794
eu-2005	FASDC-8	8	8512357	47697
eu-2005	FASDC-8	9	8506686	46110
eu-2005	RED+Greedy	1	8792022	21069
eu-2005	RED+Greedy	10	8790097	22102
eu-2005	RED+Greedy	2	8787811	17432
eu-2005	RED+Greedy	3	8783272	17059
eu-2005	RED+Greedy	4	8800873	21872
eu-2005	RED+Greedy	5	8789117	16003
eu-2005	RED+Greedy	6	8788339	21179
eu-2005	RED+Greedy	7	8786964	21065
eu-2005	RED+Greedy	8	8789419	17445
eu-2005	RED+Greedy	9	8789893	16067
eu-2005	REDstar+Greedy	1	8786168	29061
eu-2005	REDstar+Greedy	10	8783166	27035
eu-2005	REDstar+Greedy	2	8780712	26674
eu-2005	REDstar+Greedy	3	8777103	29457
eu-2005	REDstar+Greedy	4	8795010	23923
eu-2005	REDstar+Greedy	5	8782037	34248
eu-2005	REDstar+Greedy	6	8781676	28704
eu-2005	REDstar+Greedy	7	8780553	27976
eu-2005	REDstar+Greedy	8	8783354	28992
eu-2005	REDstar+Greedy	9	8781976	26431
eu-2005	scc+2cyc+Greedy	1	8801417	21827
eu-2005	scc+2cyc+Greedy	10	8798109	22096
eu-2005	scc+2cyc+Greedy	2	8796705	22469
eu-2005	scc+2cyc+Greedy	3	8792340	21866
eu-2005	scc+2cyc+Greedy	4	8809513	22208
eu-2005	scc+2cyc+Greedy	5	8799015	21105
eu-2005	scc+2cyc+Greedy	6	8796166	22502
eu-2005	scc+2cyc+Greedy	7	8795387	22430
eu-2005	scc+2cyc+Greedy	8	8800101	21842
eu-2005	scc+2cyc+Greedy	9	8798903	22128
eu-2005	scc+2cyc+chain+Greedy	1	8800566	21798
eu-2005	scc+2cyc+chain+Greedy	10	8796440	21832
eu-2005	scc+2cyc+chain+Greedy	2	8795339	22006
eu-2005	scc+2cyc+chain+Greedy	3	8790622	21648
eu-2005	scc+2cyc+chain+Greedy	4	8808664	21838
eu-2005	scc+2cyc+chain+Greedy	5	8798231	17936
eu-2005	scc+2cyc+chain+Greedy	6	8795296	22186
eu-2005	scc+2cyc+chain+Greedy	7	8793382	22412
eu-2005	scc+2cyc+chain+Greedy	8	8798728	21864
eu-2005	scc+2cyc+chain+Greedy	9	8797256	22026
eu-2005	scc+Greedy	1	9084327	23657
eu-2005	scc+Greedy	10	9088027	22798
eu-2005	scc+Greedy	2	9083651	24380
eu-2005	scc+Greedy	3	9083400	24207
eu-2005	scc+Greedy	4	9094275	23667
eu-2005	scc+Greedy	5	9087562	18918
eu-2005	scc+Greedy	6	9084222	23862
eu-2005	scc+Greedy	7	9084128	24405
eu-2005	scc+Greedy	8	9090481	24485
eu-2005	scc+Greedy	9	9084960	23150
eu-2015-host	Greedy	1	401144634	319725
eu-2015-host	Greedy	10	401148474	354021
eu-2015-host	Greedy	2	401147456	332452
eu-2015-host	Greedy	3	401157287	322638
eu-2015-host	Greedy	4	401126998	402025
eu-2015-host	Greedy	5	401146570	362919
eu-2015-host	Greedy	6	401160057	362620
eu-2015-host	Greedy	7	401167179	383011
eu-2015-host	Greedy	8	401137632	347744
eu-2015-host	Greedy	9	401131384	356599
eu-2015-host	HCS+Greedy	1	394258358	930677
eu-2015-host	HCS+Greedy	10	394267207	711434
eu-2015-host	HCS+Greedy	2	394269389	1746009
eu-2015-host	HCS+Greedy	3	394288833	728525
eu-2015-host	HCS+Greedy	4	394244365	1014435
eu-2015-host	HCS+Greedy	5	394271454	736014
eu-2015-host	HCS+Greedy	6	394259715	1042283
eu-2015-host	HCS+Greedy	7	394288817	711407
eu-2015-host	HCS+Greedy	8	394249521	873213
eu-2015-host	HCS+Greedy	9	394246703	895604
eu-2015-host	SimFASDC-12	1	388906236	1497597
eu-2015-host	SimFASDC-12	10	388696742	1530076
eu-2015-host	SimFASDC-12	2	388968973	1541715
eu-2015-host	SimFASDC-12	3	388750345	1622684
eu-2015-host	SimFASDC-12	4	388888553	1482540
eu-2015-host	SimFASDC-12	5	388888322	1496534
eu-2015-host	SimFASDC-12	6	388880516	1490620
eu-2015-host	SimFASDC-12	7	388915823	1386996
eu-2015-host	SimFASDC-12	8	388869586	1353987
eu-2015-host	SimFASDC-12	9	388905496	1565081
eu-2015-host	SimFASDC-16	1	389163747	1317159
eu-2015-host	SimFASDC-16	10	389329020	2017117
eu-2015-host	SimFASDC-16	2	389337199	1221387
eu-2015-host	SimFASDC-16	3	389210494	1300997
eu-2015-host	SimFASDC-16	4	389299074	1266027
eu-2015-host	SimFASDC-16	5	389175015	1343546
eu-2015-host	SimFASDC-16	6	389386417	1238180
eu-2015-host	SimFASDC-16	7	389194863	1238706
eu-2015-host	SimFASDC-16	8	389148896	1288616
eu-2015-host	SimFASDC-16	9	389304871	1323518
eu-2015-host	SimFASDC-24	1	389738181	1680587
eu-2015-host	SimFASDC-24	10	389721340	1733724
eu-2015-host	SimFASDC-24	2	389764126	1643417
eu-2015-host	SimFASDC-24	3	389863286	1714247
eu-2015-host	SimFASDC-24	4	389804345	1646728
eu-2015-host	SimFASDC-24	5	389731076	2090169
eu-2015-host	SimFASDC-24	6	389799868	1759530
eu-2015-host	SimFASDC-24	7	389824162	1681288
eu-2015-host	SimFASDC-24	8	389756821	1690728
eu-2015-host	SimFASDC-24	9	389818550	1612959
eu-2015-host	SimFASDC-2	1	385068557	676821
eu-2015-host	SimFASDC-2	10	385071018	627612
eu-2015-host	SimFASDC-2	2	385077571	652345
eu-2015-host	SimFASDC-2	3	385102534	632850
eu-2015-host	SimFASDC-2	4	385052711	672760
eu-2015-host	SimFASDC-2	5	385062166	607228
eu-2015-host	SimFASDC-2	6	385074906	644982
eu-2015-host	SimFASDC-2	7	385087007	612533
eu-2015-host	SimFASDC-2	8	385052363	785504
eu-2015-host	SimFASDC-2	9	385026859	666988
eu-2015-host	SimFASDC-32	1	390066894	4077895
eu-2015-host	SimFASDC-32	10	390040221	2008362
eu-2015-host	SimFASDC-32	2	390093049	2123708
eu-2015-host	SimFASDC-32	3	390053976	3938400
eu-2015-host	SimFASDC-32	4	389998968	2095957
eu-2015-host	SimFASDC-32	5	389998304	2226103
eu-2015-host	SimFASDC-32	6	390024736	2133485
eu-2015-host	SimFASDC-32	7	390054108	2301836
eu-2015-host	SimFASDC-32	8	390043965	2025208
eu-2015-host	SimFASDC-32	9	390046776	2145759
eu-2015-host	SimFASDC-3	1	385808706	658591
eu-2015-host	SimFASDC-3	10	385810226	618495
eu-2015-host	SimFASDC-3	2	385834619	719268
eu-2015-host	SimFASDC-3	3	385833697	634636
eu-2015-host	SimFASDC-3	4	385779988	720744
eu-2015-host	SimFASDC-3	5	385803627	615433
eu-2015-host	SimFASDC-3	6	385808601	709921
eu-2015-host	SimFASDC-3	7	385809069	707026
eu-2015-host	SimFASDC-3	8	385797487	659652
eu-2015-host	SimFASDC-3	9	385773667	706127
eu-2015-host	SimFASDC-48	1	390334957	2746247
eu-2015-host	SimFASDC-48	10	390282988	4202068
eu-2015-host	SimFASDC-48	2	390334426	3898074
eu-2015-host	SimFASDC-48	3	390315178	2954744
eu-2015-host	SimFASDC-48	4	390289003	2874104
eu-2015-host	SimFASDC-48	5	390326317	6693213
eu-2015-host	SimFASDC-48	6	390288122	2755785
eu-2015-host	SimFASDC-48	7	390385588	5586342
eu-2015-host	SimFASDC-48	8	390360119	2789569
eu-2015-host	SimFASDC-48	9	390382437	2627683
eu-2015-host	SimFASDC-4	1	386522040	1778976
eu-2015-host	SimFASDC-4	10	386516605	752230
eu-2015-host	SimFASDC-4	2	386554364	1730861
eu-2015-host	SimFASDC-4	3	386530537	664483
eu-2015-host	SimFASDC-4	4	386498893	1767431
eu-2015-host	SimFASDC-4	5	386539768	689797
eu-2015-host	SimFASDC-4	6	386538329	1958806
eu-2015-host	SimFASDC-4	7	386530779	705300
eu-2015-host	SimFASDC-4	8	386516651	1731630
eu-2015-host	SimFASDC-4	9	386497423	646502
eu-2015-host	SimFASDC-6	1	387418552	1102059
eu-2015-host	SimFASDC-6	10	387425319	1111283
eu-2015-host	SimFASDC-6	2	387448605	1131437
eu-2015-host	SimFASDC-6	3	387447556	1159567
eu-2015-host	SimFASDC-6	4	387412131	1005156
eu-2015-host	SimFASDC-6	5	387416505	1038991
eu-2015-host	SimFASDC-6	6	387401258	959849
eu-2015-host	SimFASDC-6	7	387426256	1034128
eu-2015-host	SimFASDC-6	8	387401056	1140365
eu-2015-host	SimFASDC-6	9	387413206	1204405
eu-2015-host	SimFASDC-8	1	388264677	1189321
eu-2015-host	SimFASDC-8	10	388253284	1240095
eu-2015-host	SimFASDC-8	2	388298505	1225857
eu-2015-host	SimFASDC-8	3	388281897	1178868
eu-2015-host	SimFASDC-8	4	388255911	1164108
eu-2015-host	SimFASDC-8	5	388274849	1141971
eu-2015-host	SimFASDC-8	6	388260141	1224023
eu-2015-host	SimFASDC-8	7	388297848	1135129
eu-2015-host	SimFASDC-8	8	388228293	1097482
eu-2015-host	SimFASDC-8	9	388223492	2055493
eu-2015-host	FASDC-12	1	388633520	1331384
eu-2015-host	FASDC-12	10	388910383	1336245
eu-2015-host	FASDC-12	2	388970659	1313783
eu-2015-host	FASDC-12	3	388714165	1325275
eu-2015-host	FASDC-12	4	388936939	1428477
eu-2015-host	FASDC-12	5	388847636	1436071
eu-2015-host	FASDC-12	6	388852707	1344261
eu-2015-host	FASDC-12	7	388929995	1332178
eu-2015-host	FASDC-12	8	388934409	1424959
eu-2015-host	FASDC-12	9	388918082	1279854
eu-2015-host	FASDC-16	1	389172950	1723236
eu-2015-host	FASDC-16	10	389306487	1775978
eu-2015-host	FASDC-16	2	389319708	1607813
eu-2015-host	FASDC-16	3	389312227	1548241
eu-2015-host	FASDC-16	4	389175190	1677959
eu-2015-host	FASDC-16	5	389158579	1709719
eu-2015-host	FASDC-16	6	389167536	1619819
eu-2015-host	FASDC-16	7	389196946	1604991
eu-2015-host	FASDC-16	8	389142876	1605851
eu-2015-host	FASDC-16	9	389271609	1601671
eu-2015-host	FASDC-24	1	389767127	2219979
eu-2015-host	FASDC-24	10	389783944	2085042
eu-2015-host	FASDC-24	2	389795302	2094813
eu-2015-host	FASDC-24	3	389827104	2059704
eu-2015-host	FASDC-24	4	389721002	2139301
eu-2015-host	FASDC-24	5	389711070	2060809
eu-2015-host	FASDC-24	6	389712232	2281888
eu-2015-host	FASDC-24	7	389813075	2059213
eu-2015-host	FASDC-24	8	389756754	2222707
eu-2015-host	FASDC-24	9	389706131	2038710
eu-2015-host	FASDC-2	1	384952592	839520
eu-2015-host	FASDC-2	10	384956144	797569
eu-2015-host	FASDC-2	2	384961082	724824
eu-2015-host	FASDC-2	3	384977624	722375
eu-2015-host	FASDC-2	4	384916680	739977
eu-2015-host	FASDC-2	5	384950475	770860
eu-2015-host	FASDC-2	6	384948603	758664
eu-2015-host	FASDC-2	7	384968902	826058
eu-2015-host	FASDC-2	8	384943596	727706
eu-2015-host	FASDC-2	9	384928479	750255
eu-2015-host	FASDC-32	1	389980798	2576409
eu-2015-host	FASDC-32	10	390060315	2586424
eu-2015-host	FASDC-32	2	390085299	2733636
eu-2015-host	FASDC-32	3	390098892	2808242
eu-2015-host	FASDC-32	4	390035751	2787073
eu-2015-host	FASDC-32	5	389976746	2615006
eu-2015-host	FASDC-32	6	390081080	2861835
eu-2015-host	FASDC-32	7	390081108	2619275
eu-2015-host	FASDC-32	8	389987163	2579309
eu-2015-host	FASDC-32	9	390055668	2491402
eu-2015-host	FASDC-3	1	385675301	734355
eu-2015-host	FASDC-3	10	385667135	772727
eu-2015-host	FASDC-3	2	385687253	826600
eu-2015-host	FASDC-3	3	385700530	736524
eu-2015-host	FASDC-3	4	385630301	776400
eu-2015-host	FASDC-3	5	385668379	754919
