Graph	Algorithm	RandomSeed	|E|	w(E)	Time
Amazon0302	HCS	1	881582	881658	3573
Amazon0302	HCS	10	881586	881662	3532
Amazon0302	HCS	2	881584	881660	2869
Amazon0302	HCS	3	881596	881677	2801
Amazon0302	HCS	4	881590	881668	3497
Amazon0302	HCS	5	881580	881655	3135
Amazon0302	HCS	6	881584	881660	2822
Amazon0302	HCS	7	881586	881662	2407
Amazon0302	HCS	8	881588	881666	3066
Amazon0302	HCS	9	881586	881664	2913
Amazon0302	RED	1	11525	11750	1028
Amazon0302	RED	10	11525	11750	1226
Amazon0302	RED	2	11525	11750	1202
Amazon0302	RED	3	11525	11750	1031
Amazon0302	RED	4	11525	11750	1664
Amazon0302	RED	5	11525	11750	1193
Amazon0302	RED	6	11525	11750	1652
Amazon0302	RED	7	11525	11750	1144
Amazon0302	RED	8	11525	11750	1223
Amazon0302	RED	9	11525	11750	1642
Amazon0302	REDstar	1	1586	1761	1265
Amazon0302	REDstar	10	1586	1766	1296
Amazon0302	REDstar	2	1586	1769	1235
Amazon0302	REDstar	3	1586	1766	1282
Amazon0302	REDstar	4	1586	1770	1224
Amazon0302	REDstar	5	1586	1765	1282
Amazon0302	REDstar	6	1586	1765	1259
Amazon0302	REDstar	7	1586	1766	1134
Amazon0302	REDstar	8	1586	1766	1076
Amazon0302	REDstar	9	1586	1765	1129
Amazon0302	scc+2cyc+chain	1	14138	14159	952
Amazon0302	scc+2cyc+chain	10	14138	14159	1425
Amazon0302	scc+2cyc+chain	2	14138	14159	960
Amazon0302	scc+2cyc+chain	3	14138	14159	950
Amazon0302	scc+2cyc+chain	4	14138	14159	1030
Amazon0302	scc+2cyc+chain	5	14138	14159	1005
Amazon0302	scc+2cyc+chain	6	14138	14159	1010
Amazon0302	scc+2cyc+chain	7	14138	14159	1036
Amazon0302	scc+2cyc+chain	8	14138	14159	952
Amazon0302	scc+2cyc+chain	9	14138	14159	1041
Amazon0302	scc+2cyc	1	19158	19158	253
Amazon0302	scc+2cyc	10	19158	19158	325
Amazon0302	scc+2cyc	2	19158	19158	284
Amazon0302	scc+2cyc	3	19158	19158	375
Amazon0302	scc+2cyc	4	19158	19158	329
Amazon0302	scc+2cyc	5	19158	19158	254
Amazon0302	scc+2cyc	6	19158	19158	431
Amazon0302	scc+2cyc	7	19158	19158	368
Amazon0302	scc+2cyc	8	19158	19158	361
Amazon0302	scc+2cyc	9	19158	19158	380
Amazon0302	scc	1	1204092	1204092	94
Amazon0302	scc	10	1204092	1204092	88
Amazon0302	scc	2	1204092	1204092	80
Amazon0302	scc	3	1204092	1204092	57
Amazon0302	scc	4	1204092	1204092	90
Amazon0302	scc	5	1204092	1204092	83
Amazon0302	scc	6	1204092	1204092	93
Amazon0302	scc	7	1204092	1204092	88
Amazon0302	scc	8	1204092	1204092	94
Amazon0302	scc	9	1204092	1204092	91
Amazon0312	HCS	1	2752058	2752154	6291
Amazon0312	HCS	10	2752058	2752154	7826
Amazon0312	HCS	2	2752060	2752157	5819
Amazon0312	HCS	3	2752056	2752151	6313
Amazon0312	HCS	4	2752060	2752157	6653
Amazon0312	HCS	5	2752060	2752157	6209
Amazon0312	HCS	6	2752058	2752154	6171
Amazon0312	HCS	7	2752058	2752154	6156
Amazon0312	HCS	8	2752058	2752154	6275
Amazon0312	HCS	9	2752056	2752151	6042
Amazon0312	RED	1	488	491	2762
Amazon0312	RED	10	488	491	2684
Amazon0312	RED	2	488	491	2684
Amazon0312	RED	3	488	491	2727
Amazon0312	RED	4	488	491	2670
Amazon0312	RED	5	488	491	4741
Amazon0312	RED	6	488	491	3413
Amazon0312	RED	7	488	491	2916
Amazon0312	RED	8	488	491	2714
Amazon0312	RED	9	488	491	4024
Amazon0312	REDstar	1	28	28	2749
Amazon0312	REDstar	10	28	28	3409
Amazon0312	REDstar	2	28	28	3368
Amazon0312	REDstar	3	28	28	2770
Amazon0312	REDstar	4	28	28	3007
Amazon0312	REDstar	5	28	28	3252
Amazon0312	REDstar	6	28	28	3077
Amazon0312	REDstar	7	28	28	2742
Amazon0312	REDstar	8	28	28	2736
Amazon0312	REDstar	9	28	28	2874
Amazon0312	scc+2cyc+chain	1	648	648	2480
Amazon0312	scc+2cyc+chain	10	648	648	2456
Amazon0312	scc+2cyc+chain	2	648	648	2337
Amazon0312	scc+2cyc+chain	3	648	648	3303
Amazon0312	scc+2cyc+chain	4	648	648	2329
Amazon0312	scc+2cyc+chain	5	648	648	2837
Amazon0312	scc+2cyc+chain	6	648	648	2533
Amazon0312	scc+2cyc+chain	7	648	648	2360
Amazon0312	scc+2cyc+chain	8	648	648	2946
Amazon0312	scc+2cyc+chain	9	648	648	2476
Amazon0312	scc+2cyc	1	948	948	1079
Amazon0312	scc+2cyc	10	948	948	1071
Amazon0312	scc+2cyc	2	948	948	1088
Amazon0312	scc+2cyc	3	948	948	1124
Amazon0312	scc+2cyc	4	948	948	1022
Amazon0312	scc+2cyc	5	948	948	1063
Amazon0312	scc+2cyc	6	948	948	1093
Amazon0312	scc+2cyc	7	948	948	1402
Amazon0312	scc+2cyc	8	948	948	1093
Amazon0312	scc+2cyc	9	948	948	1119
Amazon0312	scc	1	3139205	3139205	210
Amazon0312	scc	10	3139205	3139205	201
Amazon0312	scc	2	3139205	3139205	206
Amazon0312	scc	3	3139205	3139205	211
Amazon0312	scc	4	3139205	3139205	199
Amazon0312	scc	5	3139205	3139205	198
Amazon0312	scc	6	3139205	3139205	259
Amazon0312	scc	7	3139205	3139205	198
Amazon0312	scc	8	3139205	3139205	195
Amazon0312	scc	9	3139205	3139205	204
Amazon0505	HCS	1	2940476	2940577	5905
Amazon0505	HCS	10	2940478	2940580	5943
Amazon0505	HCS	2	2940478	2940580	6371
Amazon0505	HCS	3	2940476	2940577	5926
Amazon0505	HCS	4	2940480	2940583	6056
Amazon0505	HCS	5	2940476	2940577	6363
Amazon0505	HCS	6	2940476	2940577	6097
Amazon0505	HCS	7	2940478	2940580	6034
Amazon0505	HCS	8	2940478	2940580	6289
Amazon0505	HCS	9	2940478	2940580	6114
Amazon0505	RED	1	4937	5028	2790
Amazon0505	RED	10	4937	5028	2755
Amazon0505	RED	2	4937	5028	2748
Amazon0505	RED	3	4937	5028	2844
Amazon0505	RED	4	4937	5028	2686
Amazon0505	RED	5	4937	5028	2738
Amazon0505	RED	6	4937	5028	2762
Amazon0505	RED	7	4937	5028	2677
Amazon0505	RED	8	4937	5028	2716
Amazon0505	RED	9	4937	5028	2718
Amazon0505	REDstar	1	1972	2170	2816
Amazon0505	REDstar	10	1972	2170	2730
Amazon0505	REDstar	2	1972	2170	2856
Amazon0505	REDstar	3	1972	2170	2835
Amazon0505	REDstar	4	1972	2170	272
Amazon0505	REDstar	5	1972	2170	2916
Amazon0505	REDstar	6	1972	2170	2833
Amazon0505	REDstar	7	1972	2170	2821
Amazon0505	REDstar	8	1972	2170	2733
Amazon0505	REDstar	9	1972	2170	2853
Amazon0505	scc+2cyc+chain	1	5625	5633	2467
Amazon0505	scc+2cyc+chain	10	5625	5633	2520
Amazon0505	scc+2cyc+chain	2	5625	5633	2463
Amazon0505	scc+2cyc+chain	3	5625	5633	2485
Amazon0505	scc+2cyc+chain	4	5625	5633	2459
Amazon0505	scc+2cyc+chain	5	5625	5633	2520
Amazon0505	scc+2cyc+chain	6	5625	5633	2436
Amazon0505	scc+2cyc+chain	7	5625	5633	2506
Amazon0505	scc+2cyc+chain	8	5625	5633	2486
Amazon0505	scc+2cyc+chain	9	5625	5633	2441
Amazon0505	scc+2cyc	1	9299	9299	1162
Amazon0505	scc+2cyc	10	9299	9299	1151
Amazon0505	scc+2cyc	2	9299	9299	1137
Amazon0505	scc+2cyc	3	9299	9299	1407
Amazon0505	scc+2cyc	4	9299	9299	1182
Amazon0505	scc+2cyc	5	9299	9299	1125
Amazon0505	scc+2cyc	6	9299	9299	1159
Amazon0505	scc+2cyc	7	9299	9299	1168
Amazon0505	scc+2cyc	8	9299	9299	1181
Amazon0505	scc+2cyc	9	9299	9299	1087
Amazon0505	scc	1	3317068	3317068	193
Amazon0505	scc	10	3317068	3317068	206
Amazon0505	scc	2	3317068	3317068	188
Amazon0505	scc	3	3317068	3317068	220
Amazon0505	scc	4	3317068	3317068	202
Amazon0505	scc	5	3317068	3317068	215
Amazon0505	scc	6	3317068	3317068	346
Amazon0505	scc	7	3317068	3317068	205
Amazon0505	scc	8	3317068	3317068	196
Amazon0505	scc	9	3317068	3317068	285
Amazon0601	HCS	1	2993041	2993095	5888
Amazon0601	HCS	10	2993045	2993101	5954
Amazon0601	HCS	2	2993043	2993098	5968
Amazon0601	HCS	3	2993045	2993101	6122
Amazon0601	HCS	4	2993041	2993095	6067
Amazon0601	HCS	5	2993043	2993098	5985
Amazon0601	HCS	6	2993043	2993098	5833
Amazon0601	HCS	7	2993045	2993101	6146
Amazon0601	HCS	8	2993045	2993101	5959
Amazon0601	HCS	9	2993047	2993104	5814
Amazon0601	RED	1	154	155	2644
Amazon0601	RED	10	154	155	2720
Amazon0601	RED	2	154	155	3508
Amazon0601	RED	3	154	155	3619
Amazon0601	RED	4	154	155	2734
Amazon0601	RED	5	154	155	2735
Amazon0601	RED	6	154	155	2657
Amazon0601	RED	7	154	155	2673
Amazon0601	RED	8	154	155	2674
Amazon0601	RED	9	154	155	2665
Amazon0601	REDstar	1	0	0	2806
Amazon0601	REDstar	10	0	0	3392
Amazon0601	REDstar	2	0	0	2843
Amazon0601	REDstar	3	0	0	2844
Amazon0601	REDstar	4	0	0	2689
Amazon0601	REDstar	5	0	0	3231
Amazon0601	REDstar	6	0	0	2778
Amazon0601	REDstar	7	0	0	2897
Amazon0601	REDstar	8	0	0	6014
Amazon0601	REDstar	9	0	0	2671
Amazon0601	scc+2cyc+chain	1	194	194	2386
Amazon0601	scc+2cyc+chain	10	194	194	2366
Amazon0601	scc+2cyc+chain	2	194	194	2510
Amazon0601	scc+2cyc+chain	3	194	194	2397
Amazon0601	scc+2cyc+chain	4	194	194	2442
Amazon0601	scc+2cyc+chain	5	194	194	2506
Amazon0601	scc+2cyc+chain	6	194	194	2440
Amazon0601	scc+2cyc+chain	7	194	194	2466
Amazon0601	scc+2cyc+chain	8	194	194	2513
Amazon0601	scc+2cyc+chain	9	194	194	2446
Amazon0601	scc+2cyc	1	252	252	1162
Amazon0601	scc+2cyc	10	252	252	1093
Amazon0601	scc+2cyc	2	252	252	1098
Amazon0601	scc+2cyc	3	252	252	1149
Amazon0601	scc+2cyc	4	252	252	1097
Amazon0601	scc+2cyc	5	252	252	1085
Amazon0601	scc+2cyc	6	252	252	1217
Amazon0601	scc+2cyc	7	252	252	1177
Amazon0601	scc+2cyc	8	252	252	1146
Amazon0601	scc+2cyc	9	252	252	1179
Amazon0601	scc	1	3366686	3366686	219
Amazon0601	scc	10	3366686	3366686	207
Amazon0601	scc	2	3366686	3366686	213
Amazon0601	scc	3	3366686	3366686	222
Amazon0601	scc	4	3366686	3366686	213
Amazon0601	scc	5	3366686	3366686	208
Amazon0601	scc	6	3366686	3366686	214
Amazon0601	scc	7	3366686	3366686	217
Amazon0601	scc	8	3366686	3366686	210
Amazon0601	scc	9	3366686	3366686	207
Email-EuAll	HCS	1	123996	124609	532
Email-EuAll	HCS	10	123996	124609	531
Email-EuAll	HCS	2	123996	124609	544
Email-EuAll	HCS	3	123996	124609	533
Email-EuAll	HCS	4	123996	124609	687
Email-EuAll	HCS	5	123996	124609	699
Email-EuAll	HCS	6	123996	124609	701
Email-EuAll	HCS	7	123996	124609	699
Email-EuAll	HCS	8	123996	124609	696
Email-EuAll	HCS	9	123996	124609	712
Email-EuAll	RED	1	19639	20046	481
Email-EuAll	RED	10	19639	20046	486
Email-EuAll	RED	2	19639	20046	483
Email-EuAll	RED	3	19639	20046	475
Email-EuAll	RED	4	19639	20046	471
Email-EuAll	RED	5	19639	20046	484
Email-EuAll	RED	6	19639	20046	488
Email-EuAll	RED	7	19639	20046	636
Email-EuAll	RED	8	19639	20046	627
Email-EuAll	RED	9	19639	20046	646
Email-EuAll	REDstar	1	19134	19601	506
Email-EuAll	REDstar	10	19134	19601	502
Email-EuAll	REDstar	2	19134	19601	510
Email-EuAll	REDstar	3	19134	19601	508
Email-EuAll	REDstar	4	19134	19601	509
Email-EuAll	REDstar	5	19134	19601	668
Email-EuAll	REDstar	6	19134	19601	660
Email-EuAll	REDstar	7	19134	19601	651
Email-EuAll	REDstar	8	19134	19601	496
Email-EuAll	REDstar	9	19134	19601	510
Email-EuAll	scc+2cyc+chain	1	19827	20178	481
Email-EuAll	scc+2cyc+chain	10	19827	20178	468
Email-EuAll	scc+2cyc+chain	2	19827	20178	374
Email-EuAll	scc+2cyc+chain	3	19827	20178	373
Email-EuAll	scc+2cyc+chain	4	19827	20178	366
Email-EuAll	scc+2cyc+chain	5	19827	20178	484
Email-EuAll	scc+2cyc+chain	6	19827	20178	478
Email-EuAll	scc+2cyc+chain	7	19827	20178	376
Email-EuAll	scc+2cyc+chain	8	19827	20178	363
Email-EuAll	scc+2cyc+chain	9	19827	20178	371
Email-EuAll	scc+2cyc	1	55968	55968	78
Email-EuAll	scc+2cyc	10	55968	55968	83
Email-EuAll	scc+2cyc	2	55968	55968	80
Email-EuAll	scc+2cyc	3	55968	55968	75
Email-EuAll	scc+2cyc	4	55968	55968	81
Email-EuAll	scc+2cyc	5	55968	55968	80
Email-EuAll	scc+2cyc	6	55968	55968	87
Email-EuAll	scc+2cyc	7	55968	55968	74
Email-EuAll	scc+2cyc	8	55968	55968	76
Email-EuAll	scc+2cyc	9	55968	55968	80
Email-EuAll	scc	1	152245	152245	21
Email-EuAll	scc	10	152245	152245	20
Email-EuAll	scc	2	152245	152245	20
Email-EuAll	scc	3	152245	152245	20
Email-EuAll	scc	4	152245	152245	18
Email-EuAll	scc	5	152245	152245	23
Email-EuAll	scc	6	152245	152245	19
Email-EuAll	scc	7	152245	152245	20
Email-EuAll	scc	8	152245	152245	21
Email-EuAll	scc	9	152245	152245	20
Slashdot0811	HCS	1	802454	802471	814
Slashdot0811	HCS	10	802454	802471	639
Slashdot0811	HCS	2	802454	802471	660
Slashdot0811	HCS	3	802454	802471	799
Slashdot0811	HCS	4	802454	802471	639
Slashdot0811	HCS	5	802454	802471	813
Slashdot0811	HCS	6	802454	802471	644
Slashdot0811	HCS	7	802454	802471	660
Slashdot0811	HCS	8	802454	802471	648
Slashdot0811	HCS	9	802454	802471	786
Slashdot0811	RED	1	14254	14303	403
Slashdot0811	RED	10	14254	14303	318
Slashdot0811	RED	2	14254	14303	421
Slashdot0811	RED	3	14254	14303	414
Slashdot0811	RED	4	14254	14303	311
Slashdot0811	RED	5	14254	14303	316
Slashdot0811	RED	6	14254	14303	415
Slashdot0811	RED	7	14254	14303	298
Slashdot0811	RED	8	14254	14303	388
Slashdot0811	RED	9	14254	14303	324
Slashdot0811	REDstar	1	13138	13467	336
Slashdot0811	REDstar	10	13138	13467	332
Slashdot0811	REDstar	2	13138	13467	415
Slashdot0811	REDstar	3	13138	13467	330
Slashdot0811	REDstar	4	13138	13467	332
Slashdot0811	REDstar	5	13138	13467	392
Slashdot0811	REDstar	6	13138	13467	332
Slashdot0811	REDstar	7	13138	13467	338
Slashdot0811	REDstar	8	13138	13467	334
Slashdot0811	REDstar	9	13138	13467	336
Slashdot0811	scc+2cyc+chain	1	15504	15535	290
Slashdot0811	scc+2cyc+chain	10	15504	15535	383
Slashdot0811	scc+2cyc+chain	2	15504	15535	299
Slashdot0811	scc+2cyc+chain	3	15504	15535	296
Slashdot0811	scc+2cyc+chain	4	15504	15535	380
Slashdot0811	scc+2cyc+chain	5	15504	15535	293
Slashdot0811	scc+2cyc+chain	6	15504	15535	296
Slashdot0811	scc+2cyc+chain	7	15504	15535	300
Slashdot0811	scc+2cyc+chain	8	15504	15535	292
Slashdot0811	scc+2cyc+chain	9	15504	15535	409
Slashdot0811	scc+2cyc	1	132747	132747	98
Slashdot0811	scc+2cyc	10	132747	132747	73
Slashdot0811	scc+2cyc	2	132747	132747	102
Slashdot0811	scc+2cyc	3	132747	132747	91
Slashdot0811	scc+2cyc	4	132747	132747	84
Slashdot0811	scc+2cyc	5	132747	132747	98
Slashdot0811	scc+2cyc	6	132747	132747	90
Slashdot0811	scc+2cyc	7	132747	132747	90
Slashdot0811	scc+2cyc	8	132747	132747	109
Slashdot0811	scc+2cyc	9	132747	132747	84
Slashdot0811	scc	1	896199	896199	23
Slashdot0811	scc	10	896199	896199	26
Slashdot0811	scc	2	896199	896199	22
Slashdot0811	scc	3	896199	896199	29
Slashdot0811	scc	4	896199	896199	24
Slashdot0811	scc	5	896199	896199	28
Slashdot0811	scc	6	896199	896199	28
Slashdot0811	scc	7	896199	896199	29
Slashdot0811	scc	8	896199	896199	23
Slashdot0811	scc	9	896199	896199	25
Slashdot0902	HCS	1	818062	818080	784
Slashdot0902	HCS	10	818062	818080	777
Slashdot0902	HCS	2	818062	818080	779
Slashdot0902	HCS	3	818062	818080	759
Slashdot0902	HCS	4	818062	818080	892
Slashdot0902	HCS	5	818062	818080	766
Slashdot0902	HCS	6	818062	818080	756
Slashdot0902	HCS	7	818062	818080	773
Slashdot0902	HCS	8	818062	818080	910
Slashdot0902	HCS	9	818062	818080	762
Slashdot0902	RED	1	16789	16925	464
Slashdot0902	RED	10	16789	16925	346
Slashdot0902	RED	2	16789	16925	354
Slashdot0902	RED	3	16789	16925	364
Slashdot0902	RED	4	16789	16925	349
Slashdot0902	RED	5	16789	16925	366
Slashdot0902	RED	6	16789	16925	354
Slashdot0902	RED	7	16789	16925	363
Slashdot0902	RED	8	16789	16925	344
Slashdot0902	RED	9	16789	16925	353
Slashdot0902	REDstar	1	15368	15958	365
Slashdot0902	REDstar	10	15368	15958	375
Slashdot0902	REDstar	2	15368	15958	387
Slashdot0902	REDstar	3	15368	15958	380
Slashdot0902	REDstar	4	15368	15958	385
Slashdot0902	REDstar	5	15368	15958	374
Slashdot0902	REDstar	6	15368	15958	382
Slashdot0902	REDstar	7	15368	15958	380
Slashdot0902	REDstar	8	15368	15958	380
Slashdot0902	REDstar	9	15368	15958	368
Slashdot0902	scc+2cyc+chain	1	17046	17068	326
Slashdot0902	scc+2cyc+chain	10	17046	17068	329
Slashdot0902	scc+2cyc+chain	2	17046	17068	332
Slashdot0902	scc+2cyc+chain	3	17046	17068	435
Slashdot0902	scc+2cyc+chain	4	17046	17068	336
Slashdot0902	scc+2cyc+chain	5	17046	17068	336
Slashdot0902	scc+2cyc+chain	6	17046	17068	336
Slashdot0902	scc+2cyc+chain	7	17046	17068	332
Slashdot0902	scc+2cyc+chain	8	17046	17068	413
Slashdot0902	scc+2cyc+chain	9	17046	17068	337
Slashdot0902	scc+2cyc	1	139540	139540	96
Slashdot0902	scc+2cyc	10	139540	139540	102
Slashdot0902	scc+2cyc	2	139540	139540	94
Slashdot0902	scc+2cyc	3	139540	139540	94
Slashdot0902	scc+2cyc	4	139540	139540	94
Slashdot0902	scc+2cyc	5	139540	139540	114
Slashdot0902	scc+2cyc	6	139540	139540	93
Slashdot0902	scc+2cyc	7	139540	139540	96
Slashdot0902	scc+2cyc	8	139540	139540	94
Slashdot0902	scc+2cyc	9	139540	139540	97
Slashdot0902	scc	1	920133	920133	29
Slashdot0902	scc	10	920133	920133	31
Slashdot0902	scc	2	920133	920133	30
Slashdot0902	scc	3	920133	920133	27
Slashdot0902	scc	4	920133	920133	29
Slashdot0902	scc	5	920133	920133	26
Slashdot0902	scc	6	920133	920133	29
Slashdot0902	scc	7	920133	920133	23
Slashdot0902	scc	8	920133	920133	29
Slashdot0902	scc	9	920133	920133	30
Wiki-Vote	HCS	1	38755	38756	52
Wiki-Vote	HCS	10	38755	38756	42
Wiki-Vote	HCS	2	38755	38756	43
Wiki-Vote	HCS	3	38755	38756	41
Wiki-Vote	HCS	4	38755	38756	38
Wiki-Vote	HCS	5	38755	38756	43
Wiki-Vote	HCS	6	38755	38756	40
Wiki-Vote	HCS	7	38755	38756	51
Wiki-Vote	HCS	8	38755	38756	38
Wiki-Vote	HCS	9	38755	38756	43
Wiki-Vote	RED	1	32674	32676	44
Wiki-Vote	RED	10	32674	32676	37
Wiki-Vote	RED	2	32674	32676	44
Wiki-Vote	RED	3	32674	32676	40
Wiki-Vote	RED	4	32674	32676	36
Wiki-Vote	RED	5	32674	32676	37
Wiki-Vote	RED	6	32674	32676	37
Wiki-Vote	RED	7	32674	32676	44
Wiki-Vote	RED	8	32674	32676	38
Wiki-Vote	RED	9	32674	32676	45
Wiki-Vote	REDstar	1	32455	32523	41
Wiki-Vote	REDstar	10	32455	32523	42
Wiki-Vote	REDstar	2	32455	32523	40
Wiki-Vote	REDstar	3	32455	32523	40
Wiki-Vote	REDstar	4	32455	32523	40
Wiki-Vote	REDstar	5	32455	32523	40
Wiki-Vote	REDstar	6	32455	32523	36
Wiki-Vote	REDstar	7	32455	32523	41
Wiki-Vote	REDstar	8	32455	32523	44
Wiki-Vote	REDstar	9	32455	32523	42
Wiki-Vote	scc+2cyc+chain	1	32678	32678	36
Wiki-Vote	scc+2cyc+chain	10	32678	32678	39
Wiki-Vote	scc+2cyc+chain	2	32678	32678	37
Wiki-Vote	scc+2cyc+chain	3	32678	32678	41
Wiki-Vote	scc+2cyc+chain	4	32678	32678	35
Wiki-Vote	scc+2cyc+chain	5	32678	32678	32
Wiki-Vote	scc+2cyc+chain	6	32678	32678	35
Wiki-Vote	scc+2cyc+chain	7	32678	32678	39
Wiki-Vote	scc+2cyc+chain	8	32678	32678	32
Wiki-Vote	scc+2cyc+chain	9	32678	32678	36
Wiki-Vote	scc+2cyc	1	38437	38437	11
Wiki-Vote	scc+2cyc	10	38437	38437	11
Wiki-Vote	scc+2cyc	2	38437	38437	11
Wiki-Vote	scc+2cyc	3	38437	38437	12
Wiki-Vote	scc+2cyc	4	38437	38437	11
Wiki-Vote	scc+2cyc	5	38437	38437	11
Wiki-Vote	scc+2cyc	6	38437	38437	11
Wiki-Vote	scc+2cyc	7	38437	38437	11
Wiki-Vote	scc+2cyc	8	38437	38437	11
Wiki-Vote	scc+2cyc	9	38437	38437	11
Wiki-Vote	scc	1	39456	39456	2
Wiki-Vote	scc	10	39456	39456	2
Wiki-Vote	scc	2	39456	39456	2
Wiki-Vote	scc	3	39456	39456	2
Wiki-Vote	scc	4	39456	39456	2
Wiki-Vote	scc	5	39456	39456	2
Wiki-Vote	scc	6	39456	39456	2
Wiki-Vote	scc	7	39456	39456	2
Wiki-Vote	scc	8	39456	39456	2
Wiki-Vote	scc	9	39456	39456	2
WikiTalk	HCS	1	1335808	1338062	8246
WikiTalk	HCS	10	1335808	1338063	8197
WikiTalk	HCS	2	1335804	1338057	12212
WikiTalk	HCS	3	1335808	1338062	8293
WikiTalk	HCS	4	1335808	1338062	8156
WikiTalk	HCS	5	1335810	1338065	8800
WikiTalk	HCS	6	1335808	1338062	8413
WikiTalk	HCS	7	1335806	1338060	8103
WikiTalk	HCS	8	1335808	1338063	7879
WikiTalk	HCS	9	1335806	1338060	8288
WikiTalk	RED	1	623023	624415	7585
WikiTalk	RED	10	623023	624415	8597
WikiTalk	RED	2	623023	624415	7672
WikiTalk	RED	3	623023	624415	7728
WikiTalk	RED	4	623023	624415	8745
WikiTalk	RED	5	623023	624415	11127
WikiTalk	RED	6	623023	624415	7558
WikiTalk	RED	7	623023	624415	7477
WikiTalk	RED	8	623023	624415	11397
WikiTalk	RED	9	623023	624415	10741
WikiTalk	REDstar	1	620338	622068	7900
WikiTalk	REDstar	10	620338	622068	12476
WikiTalk	REDstar	2	620338	622068	10176
WikiTalk	REDstar	3	620338	622068	7943
WikiTalk	REDstar	4	620338	622068	8731
WikiTalk	REDstar	5	620338	622068	9428
WikiTalk	REDstar	6	620338	622068	7823
WikiTalk	REDstar	7	620338	622068	7830
WikiTalk	REDstar	8	620338	622068	7500
WikiTalk	REDstar	9	620338	622068	7779
WikiTalk	scc+2cyc+chain	1	624097	625328	11356
WikiTalk	scc+2cyc+chain	10	624096	625326	10921
WikiTalk	scc+2cyc+chain	2	624097	625328	9171
WikiTalk	scc+2cyc+chain	3	624096	625326	8448
WikiTalk	scc+2cyc+chain	4	624098	625328	7966
WikiTalk	scc+2cyc+chain	5	624099	625330	8053
WikiTalk	scc+2cyc+chain	6	624099	625330	7844
WikiTalk	scc+2cyc+chain	7	624097	625328	8036
WikiTalk	scc+2cyc+chain	8	624096	625326	7734
WikiTalk	scc+2cyc+chain	9	624098	625328	7451
WikiTalk	scc+2cyc	1	1200012	1200012	3740
WikiTalk	scc+2cyc	10	1200012	1200012	3725
WikiTalk	scc+2cyc	2	1200012	1200012	3819
WikiTalk	scc+2cyc	3	1200012	1200012	4435
WikiTalk	scc+2cyc	4	1200012	1200012	3981
WikiTalk	scc+2cyc	5	1200012	1200012	3948
WikiTalk	scc+2cyc	6	1200012	1200012	3873
WikiTalk	scc+2cyc	7	1200012	1200012	3746
WikiTalk	scc+2cyc	8	1200012	1200012	3746
WikiTalk	scc+2cyc	9	1200012	1200012	3820
WikiTalk	scc	1	1479177	1479177	604
WikiTalk	scc	10	1479177	1479177	596
WikiTalk	scc	2	1479177	1479177	654
WikiTalk	scc	3	1479177	1479177	672
WikiTalk	scc	4	1479177	1479177	605
WikiTalk	scc	5	1479177	1479177	578
WikiTalk	scc	6	1479177	1479177	737
WikiTalk	scc	7	1479177	1479177	589
WikiTalk	scc	8	1479177	1479177	729
WikiTalk	scc	9	1479177	1479177	700
amazon-2008	HCS	1	4527663	4527779	11173
amazon-2008	HCS	10	4527663	4527779	11697
amazon-2008	HCS	2	4527663	4527779	11522
amazon-2008	HCS	3	4527661	4527776	14047
amazon-2008	HCS	4	4527663	4527779	11449
amazon-2008	HCS	5	4527661	4527776	10905
amazon-2008	HCS	6	4527663	4527779	12198
amazon-2008	HCS	7	4527661	4527776	11009
amazon-2008	HCS	8	4527663	4527779	13156
amazon-2008	HCS	9	4527661	4527776	10877
amazon-2008	RED	1	588	592	4269
amazon-2008	RED	10	588	592	4296
amazon-2008	RED	2	588	592	5869
amazon-2008	RED	3	588	592	4321
amazon-2008	RED	4	588	592	4471
amazon-2008	RED	5	588	592	4493
amazon-2008	RED	6	588	592	4591
amazon-2008	RED	7	588	592	4847
amazon-2008	RED	8	588	592	4605
amazon-2008	RED	9	588	592	4360
amazon-2008	REDstar	1	0	0	4508
amazon-2008	REDstar	10	0	0	5973
amazon-2008	REDstar	2	0	0	4496
amazon-2008	REDstar	3	0	0	4589
amazon-2008	REDstar	4	0	0	4438
amazon-2008	REDstar	5	0	0	4588
amazon-2008	REDstar	6	0	0	4524
amazon-2008	REDstar	7	0	0	4492
amazon-2008	REDstar	8	0	0	4503
amazon-2008	REDstar	9	0	0	4645
amazon-2008	scc+2cyc+chain	1	741	741	4046
amazon-2008	scc+2cyc+chain	10	741	741	3983
amazon-2008	scc+2cyc+chain	2	741	741	3876
amazon-2008	scc+2cyc+chain	3	741	741	3922
amazon-2008	scc+2cyc+chain	4	741	741	3996
amazon-2008	scc+2cyc+chain	5	741	741	4116
amazon-2008	scc+2cyc+chain	6	741	741	5496
amazon-2008	scc+2cyc+chain	7	741	741	3931
amazon-2008	scc+2cyc+chain	8	741	741	4113
amazon-2008	scc+2cyc+chain	9	741	741	3954
amazon-2008	scc+2cyc	1	943	943	1904
amazon-2008	scc+2cyc	10	943	943	2091
amazon-2008	scc+2cyc	2	943	943	1913
amazon-2008	scc+2cyc	3	943	943	1906
amazon-2008	scc+2cyc	4	943	943	1906
amazon-2008	scc+2cyc	5	943	943	2008
amazon-2008	scc+2cyc	6	943	943	1918
amazon-2008	scc+2cyc	7	943	943	2022
amazon-2008	scc+2cyc	8	943	943	2058
amazon-2008	scc+2cyc	9	943	943	2063
