Graph	Algorithm	RandomSeed	|E|	w(E)	Time
frwiki-2013	scc+2cyc+chain	7	22689460	22690989	33264
frwiki-2013	scc+2cyc+chain	8	22689461	22690991	33894
frwiki-2013	scc+2cyc+chain	9	22689460	22690989	36348
frwiki-2013	scc+2cyc	1	28322931	28322931	45631
frwiki-2013	scc+2cyc	10	28322931	28322931	48062
frwiki-2013	scc+2cyc	2	28322931	28322931	44477
frwiki-2013	scc+2cyc	3	28322931	28322931	40217
frwiki-2013	scc+2cyc	4	28322931	28322931	39776
frwiki-2013	scc+2cyc	5	28322931	28322931	43225
frwiki-2013	scc+2cyc	6	28322931	28322931	43917
frwiki-2013	scc+2cyc	7	28322931	28322931	46618
frwiki-2013	scc+2cyc	8	28322931	28322931	45621
frwiki-2013	scc+2cyc	9	28322931	28322931	41928
frwiki-2013	scc	1	32984702	32984702	1933
frwiki-2013	scc	10	32984702	32984702	1944
frwiki-2013	scc	2	32984702	32984702	1863
frwiki-2013	scc	3	32984702	32984702	1971
frwiki-2013	scc	4	32984702	32984702	1855
frwiki-2013	scc	5	32984702	32984702	1963
frwiki-2013	scc	6	32984702	32984702	1819
frwiki-2013	scc	7	32984702	32984702	1903
frwiki-2013	scc	8	32984702	32984702	3208
frwiki-2013	scc	9	32984702	32984702	1932
gplus	HCS	1	9080646	19852014	11891
gplus	HCS	10	9080646	19852014	11660
gplus	HCS	2	9080646	19852014	11681
gplus	HCS	3	9080646	19852014	11647
gplus	HCS	4	9080646	19852014	13529
gplus	HCS	5	9080646	19852014	15279
gplus	HCS	6	9080646	19852014	11127
gplus	HCS	7	9080646	19852014	12664
gplus	HCS	8	9080646	19852014	12633
gplus	HCS	9	9080646	19852014	11648
gplus	RED	1	6031385	12584520	8299
gplus	RED	10	6031385	12584520	23764
gplus	RED	2	6031385	12584520	7759
gplus	RED	3	6031385	12584520	8000
gplus	RED	4	6031385	12584520	10700
gplus	RED	5	6031385	12584520	7804
gplus	RED	6	6031385	12584520	8061
gplus	RED	7	6031385	12584520	8456
gplus	RED	8	6031385	12584520	7711
gplus	RED	9	6031385	12584520	8077
gplus	REDstar	1	6009171	12577959	8844
gplus	REDstar	10	6009171	12577959	8898
gplus	REDstar	2	6009171	12577960	11132
gplus	REDstar	3	6009171	12577959	8356
gplus	REDstar	4	6009171	12577959	9628
gplus	REDstar	5	6009171	12577959	10106
gplus	REDstar	6	6009171	12577959	9318
gplus	REDstar	7	6009171	12577960	9303
gplus	REDstar	8	6009171	12577959	8834
gplus	REDstar	9	6009171	12577960	8895
gplus	scc+2cyc+chain	1	6032189	12584625	8205
gplus	scc+2cyc+chain	10	6032189	12584625	9401
gplus	scc+2cyc+chain	2	6032189	12584625	7955
gplus	scc+2cyc+chain	3	6032189	12584625	9004
gplus	scc+2cyc+chain	4	6032189	12584625	7828
gplus	scc+2cyc+chain	5	6032189	12584625	8811
gplus	scc+2cyc+chain	6	6032189	12584625	9232
gplus	scc+2cyc+chain	7	6032189	12584625	8142
gplus	scc+2cyc+chain	8	6032189	12584625	10476
gplus	scc+2cyc+chain	9	6032189	12584625	8848
gplus	scc+2cyc	1	19398993	19398993	10801
gplus	scc+2cyc	10	19398993	19398993	12679
gplus	scc+2cyc	2	19398993	19398993	11390
gplus	scc+2cyc	3	19398993	19398993	10811
gplus	scc+2cyc	4	19398993	19398993	11268
gplus	scc+2cyc	5	19398993	19398993	12477
gplus	scc+2cyc	6	19398993	19398993	10929
gplus	scc+2cyc	7	19398993	19398993	10851
gplus	scc+2cyc	8	19398993	19398993	11101
gplus	scc+2cyc	9	19398993	19398993	10787
gplus	scc	1	19996411	19996411	524
gplus	scc	10	19996411	19996411	522
gplus	scc	2	19996411	19996411	522
gplus	scc	3	19996411	19996411	530
gplus	scc	4	19996411	19996411	522
gplus	scc	5	19996411	19996411	560
gplus	scc	6	19996411	19996411	523
gplus	scc	7	19996411	19996411	561
gplus	scc	8	19996411	19996411	523
gplus	scc	9	19996411	19996411	522
gsh-2015-tpd	HCS	1	491307425	491763100	2593723
gsh-2015-tpd	HCS	10	491307391	491763095	2121377
gsh-2015-tpd	HCS	2	491307489	491763191	2283782
gsh-2015-tpd	HCS	3	491307555	491763282	2113969
gsh-2015-tpd	HCS	4	491307471	491763185	2713048
gsh-2015-tpd	HCS	5	491307532	491763266	2313752
gsh-2015-tpd	HCS	6	491307518	491763221	2630607
gsh-2015-tpd	HCS	7	491307416	491763116	2319232
gsh-2015-tpd	HCS	8	491307418	491763086	2372579
gsh-2015-tpd	HCS	9	491307440	491763172	2237157
gsh-2015-tpd	RED	1	297844004	299677809	1273347
gsh-2015-tpd	RED	10	297844008	299677826	1233602
gsh-2015-tpd	RED	2	297844005	299677843	1238998
gsh-2015-tpd	RED	3	297844006	299677805	1201927
gsh-2015-tpd	RED	4	297844007	299677841	1205174
gsh-2015-tpd	RED	5	297844008	299677850	1241269
gsh-2015-tpd	RED	6	297844004	299677835	1121457
gsh-2015-tpd	RED	7	297844007	299677818	1282383
gsh-2015-tpd	RED	8	297844006	299677824	1199877
gsh-2015-tpd	RED	9	297844006	299677839	1229164
gsh-2015-tpd	REDstar	1	296414862	298971159	1287644
gsh-2015-tpd	REDstar	10	296414862	298971157	1336858
gsh-2015-tpd	REDstar	2	296414862	298971161	1295748
gsh-2015-tpd	REDstar	3	296414862	298971089	1312045
gsh-2015-tpd	REDstar	4	296414862	298971154	1636907
gsh-2015-tpd	REDstar	5	296414862	298971180	1318960
gsh-2015-tpd	REDstar	6	296414862	298971159	1410243
gsh-2015-tpd	REDstar	7	296414862	298971164	1412250
gsh-2015-tpd	REDstar	8	296414862	298971145	1272539
gsh-2015-tpd	REDstar	9	296414862	298971184	1313631
gsh-2015-tpd	scc+2cyc+chain	1	300517127	300880091	1309117
gsh-2015-tpd	scc+2cyc+chain	10	300516696	300879482	1182307
gsh-2015-tpd	scc+2cyc+chain	2	300517085	300879955	1221358
gsh-2015-tpd	scc+2cyc+chain	3	300516957	300879851	1225359
gsh-2015-tpd	scc+2cyc+chain	4	300517073	300879965	1184907
gsh-2015-tpd	scc+2cyc+chain	5	300517109	300880037	1220829
gsh-2015-tpd	scc+2cyc+chain	6	300516784	300879600	1195418
gsh-2015-tpd	scc+2cyc+chain	7	300516834	300879661	1270651
gsh-2015-tpd	scc+2cyc+chain	8	300516877	300879798	1288607
gsh-2015-tpd	scc+2cyc+chain	9	300516978	300879897	1205432
gsh-2015-tpd	scc+2cyc	1	468089991	468089991	1071753
gsh-2015-tpd	scc+2cyc	10	468089991	468089991	1091288
gsh-2015-tpd	scc+2cyc	2	468089991	468089991	1084947
gsh-2015-tpd	scc+2cyc	3	468089991	468089991	1066882
gsh-2015-tpd	scc+2cyc	4	468089991	468089991	1089501
gsh-2015-tpd	scc+2cyc	5	468089991	468089991	1096584
gsh-2015-tpd	scc+2cyc	6	468089991	468089991	909781
gsh-2015-tpd	scc+2cyc	7	468089991	468089991	890889
gsh-2015-tpd	scc+2cyc	8	468089991	468089991	978116
gsh-2015-tpd	scc+2cyc	9	468089991	468089991	918972
gsh-2015-tpd	scc	1	533976289	533976289	56476
gsh-2015-tpd	scc	10	533976289	533976289	56646
gsh-2015-tpd	scc	2	533976289	533976289	59227
gsh-2015-tpd	scc	3	533976289	533976289	60734
gsh-2015-tpd	scc	4	533976289	533976289	56607
gsh-2015-tpd	scc	5	533976289	533976289	56662
gsh-2015-tpd	scc	6	533976289	533976289	60055
gsh-2015-tpd	scc	7	533976289	533976289	60958
gsh-2015-tpd	scc	8	533976289	533976289	57526
gsh-2015-tpd	scc	9	533976289	533976289	60609
ibm01	HCS	1	24505	25181	62
ibm01	HCS	10	24505	25181	61
ibm01	HCS	2	24505	25181	61
ibm01	HCS	3	24505	25181	63
ibm01	HCS	4	24505	25181	60
ibm01	HCS	5	24505	25181	59
ibm01	HCS	6	24505	25181	60
ibm01	HCS	7	24505	25181	62
ibm01	HCS	8	24505	25181	61
ibm01	HCS	9	24505	25181	61
ibm01	RED	1	18295	18713	32
ibm01	RED	10	18295	18714	26
ibm01	RED	2	18295	18713	32
ibm01	RED	3	18295	18713	31
ibm01	RED	4	18295	18713	33
ibm01	RED	5	18295	18713	32
ibm01	RED	6	18295	18713	34
ibm01	RED	7	18295	18713	27
ibm01	RED	8	18295	18713	26
ibm01	RED	9	18295	18713	33
ibm01	REDstar	1	13785	16416	52
ibm01	REDstar	10	13785	16416	52
ibm01	REDstar	2	13785	16416	52
ibm01	REDstar	3	13785	16416	55
ibm01	REDstar	4	13785	16416	53
ibm01	REDstar	5	13785	16416	52
ibm01	REDstar	6	13785	16416	48
ibm01	REDstar	7	13785	16416	48
ibm01	REDstar	8	13785	16416	54
ibm01	REDstar	9	13785	16416	50
ibm01	scc+2cyc+chain	1	24090	24357	21
ibm01	scc+2cyc+chain	10	24089	24355	16
ibm01	scc+2cyc+chain	2	24087	24351	20
ibm01	scc+2cyc+chain	3	24089	24355	18
ibm01	scc+2cyc+chain	4	24089	24355	21
ibm01	scc+2cyc+chain	5	24090	24357	22
ibm01	scc+2cyc+chain	6	24088	24353	20
ibm01	scc+2cyc+chain	7	24088	24353	20
ibm01	scc+2cyc+chain	8	24089	24355	19
ibm01	scc+2cyc+chain	9	24089	24355	21
ibm01	scc+2cyc	1	29115	29115	6
ibm01	scc+2cyc	10	29115	29115	5
ibm01	scc+2cyc	2	29115	29115	5
ibm01	scc+2cyc	3	29115	29115	5
ibm01	scc+2cyc	4	29115	29115	5
ibm01	scc+2cyc	5	29115	29115	5
ibm01	scc+2cyc	6	29115	29115	5
ibm01	scc+2cyc	7	29115	29115	5
ibm01	scc+2cyc	8	29115	29115	6
ibm01	scc+2cyc	9	29115	29115	6
ibm01	scc	1	33123	33123	1
ibm01	scc	10	33123	33123	1
ibm01	scc	2	33123	33123	1
ibm01	scc	3	33123	33123	1
ibm01	scc	4	33123	33123	1
ibm01	scc	5	33123	33123	1
ibm01	scc	6	33123	33123	1
ibm01	scc	7	33123	33123	1
ibm01	scc	8	33123	33123	1
ibm01	scc	9	33123	33123	1
ibm02	HCS	1	30490	34600	42
ibm02	HCS	10	30490	34600	47
ibm02	HCS	2	30490	34600	51
ibm02	HCS	3	30490	34600	51
ibm02	HCS	4	30490	34600	43
ibm02	HCS	5	30490	34600	46
ibm02	HCS	6	30490	34600	46
ibm02	HCS	7	30490	34600	45
ibm02	HCS	8	30490	34600	57
ibm02	HCS	9	30490	34600	64
ibm02	RED	1	23370	29176	48
ibm02	RED	10	23370	29176	59
ibm02	RED	2	23370	29176	45
ibm02	RED	3	23370	29176	68
ibm02	RED	4	23370	29176	56
ibm02	RED	5	23370	29176	52
ibm02	RED	6	23370	29176	58
ibm02	RED	7	23370	29176	45
ibm02	RED	8	23370	29176	54
ibm02	RED	9	23370	29176	56
ibm02	REDstar	1	21010	27488	67
ibm02	REDstar	10	21010	27488	64
ibm02	REDstar	2	21010	27488	66
ibm02	REDstar	3	21010	27488	65
ibm02	REDstar	4	21010	27488	66
ibm02	REDstar	5	21010	27488	66
ibm02	REDstar	6	21010	27488	68
ibm02	REDstar	7	21010	27488	60
ibm02	REDstar	8	21010	27488	68
ibm02	REDstar	9	21010	27488	64
ibm02	scc+2cyc+chain	1	29995	34097	34
ibm02	scc+2cyc+chain	10	29995	34097	36
ibm02	scc+2cyc+chain	2	29995	34097	40
ibm02	scc+2cyc+chain	3	29995	34097	40
ibm02	scc+2cyc+chain	4	29995	34097	37
ibm02	scc+2cyc+chain	5	29995	34097	40
ibm02	scc+2cyc+chain	6	29995	34097	40
ibm02	scc+2cyc+chain	7	29995	34097	48
ibm02	scc+2cyc+chain	8	29995	34097	39
ibm02	scc+2cyc+chain	9	29995	34097	36
ibm02	scc+2cyc	1	37596	37596	8
ibm02	scc+2cyc	10	37596	37596	8
ibm02	scc+2cyc	2	37596	37596	8
ibm02	scc+2cyc	3	37596	37596	8
ibm02	scc+2cyc	4	37596	37596	8
ibm02	scc+2cyc	5	37596	37596	9
ibm02	scc+2cyc	6	37596	37596	8
ibm02	scc+2cyc	7	37596	37596	8
ibm02	scc+2cyc	8	37596	37596	8
ibm02	scc+2cyc	9	37596	37596	8
ibm02	scc	1	56246	56246	1
ibm02	scc	10	56246	56246	1
ibm02	scc	2	56246	56246	2
ibm02	scc	3	56246	56246	1
ibm02	scc	4	56246	56246	1
ibm02	scc	5	56246	56246	1
ibm02	scc	6	56246	56246	1
ibm02	scc	7	56246	56246	2
ibm02	scc	8	56246	56246	1
ibm02	scc	9	56246	56246	1
ibm03	HCS	1	42202	43631	56
ibm03	HCS	10	42200	43628	61
ibm03	HCS	2	42202	43630	60
ibm03	HCS	3	42202	43630	65
ibm03	HCS	4	42200	43628	63
ibm03	HCS	5	42202	43630	53
ibm03	HCS	6	42202	43631	62
ibm03	HCS	7	42202	43631	61
ibm03	HCS	8	42202	43630	64
ibm03	HCS	9	42200	43628	53
ibm03	RED	1	26254	28407	76
ibm03	RED	10	26254	28408	73
ibm03	RED	2	26254	28406	87
ibm03	RED	3	26254	28405	89
ibm03	RED	4	26254	28406	72
ibm03	RED	5	26254	28405	68
ibm03	RED	6	26254	28406	72
ibm03	RED	7	26254	28408	62
ibm03	RED	8	26254	28407	84
ibm03	RED	9	26254	28404	71
ibm03	REDstar	1	21808	24043	84
ibm03	REDstar	10	21808	24044	77
ibm03	REDstar	2	21808	24042	98
ibm03	REDstar	3	21808	24041	80
ibm03	REDstar	4	21808	24042	85
ibm03	REDstar	5	21808	24041	82
ibm03	REDstar	6	21808	24042	71
ibm03	REDstar	7	21808	24044	86
ibm03	REDstar	8	21808	24043	80
ibm03	REDstar	9	21808	24040	80
ibm03	scc+2cyc+chain	1	43254	44605	57
ibm03	scc+2cyc+chain	10	43258	44609	40
ibm03	scc+2cyc+chain	2	43263	44608	43
ibm03	scc+2cyc+chain	3	43262	44611	44
ibm03	scc+2cyc+chain	4	43266	44633	58
ibm03	scc+2cyc+chain	5	43277	44642	44
ibm03	scc+2cyc+chain	6	43259	44607	50
ibm03	scc+2cyc+chain	7	43242	44593	54
ibm03	scc+2cyc+chain	8	43267	44612	42
ibm03	scc+2cyc+chain	9	43251	44596	48
ibm03	scc+2cyc	1	55473	55473	10
ibm03	scc+2cyc	10	55473	55473	10
ibm03	scc+2cyc	2	55473	55473	10
ibm03	scc+2cyc	3	55473	55473	11
ibm03	scc+2cyc	4	55473	55473	10
ibm03	scc+2cyc	5	55473	55473	11
ibm03	scc+2cyc	6	55473	55473	10
ibm03	scc+2cyc	7	55473	55473	10
ibm03	scc+2cyc	8	55473	55473	10
ibm03	scc+2cyc	9	55473	55473	10
ibm03	scc	1	65958	65958	2
ibm03	scc	10	65958	65958	2
ibm03	scc	2	65958	65958	2
ibm03	scc	3	65958	65958	2
ibm03	scc	4	65958	65958	2
ibm03	scc	5	65958	65958	2
ibm03	scc	6	65958	65958	2
ibm03	scc	7	65958	65958	2
ibm03	scc	8	65958	65958	2
ibm03	scc	9	65958	65958	2
ibm04	HCS	1	50925	52848	74
ibm04	HCS	10	50925	52848	68
ibm04	HCS	2	50925	52848	72
ibm04	HCS	3	50925	52848	76
ibm04	HCS	4	50925	52848	94
ibm04	HCS	5	50925	52848	76
ibm04	HCS	6	50925	52848	61
ibm04	HCS	7	50925	52848	84
ibm04	HCS	8	50925	52848	65
ibm04	HCS	9	50925	52848	75
ibm04	RED	1	33559	36107	84
ibm04	RED	10	33559	36116	91
ibm04	RED	2	33559	36114	93
ibm04	RED	3	33559	36107	86
ibm04	RED	4	33559	36119	84
ibm04	RED	5	33559	36109	83
ibm04	RED	6	33559	36118	101
ibm04	RED	7	33559	36109	108
ibm04	RED	8	33559	36105	86
ibm04	RED	9	33559	36118	86
ibm04	REDstar	1	31392	34337	100
ibm04	REDstar	10	31392	34349	91
ibm04	REDstar	2	31392	34345	101
ibm04	REDstar	3	31392	34340	102
ibm04	REDstar	4	31392	34351	98
ibm04	REDstar	5	31392	34337	124
ibm04	REDstar	6	31392	34348	125
ibm04	REDstar	7	31392	34338	99
ibm04	REDstar	8	31392	34337	99
ibm04	REDstar	9	31392	34351	112
ibm04	scc+2cyc+chain	1	51273	53085	68
ibm04	scc+2cyc+chain	10	51268	53081	51
ibm04	scc+2cyc+chain	2	51264	53074	52
ibm04	scc+2cyc+chain	3	51263	53074	53
ibm04	scc+2cyc+chain	4	51268	53081	51
ibm04	scc+2cyc+chain	5	51274	53084	62
ibm04	scc+2cyc+chain	6	51265	53080	47
ibm04	scc+2cyc+chain	7	51272	53079	52
ibm04	scc+2cyc+chain	8	51277	53092	52
ibm04	scc+2cyc+chain	9	51274	53094	52
ibm04	scc+2cyc	1	59494	59494	12
ibm04	scc+2cyc	10	59494	59494	12
ibm04	scc+2cyc	2	59494	59494	12
ibm04	scc+2cyc	3	59494	59494	12
ibm04	scc+2cyc	4	59494	59494	12
ibm04	scc+2cyc	5	59494	59494	12
ibm04	scc+2cyc	6	59494	59494	12
ibm04	scc+2cyc	7	59494	59494	12
ibm04	scc+2cyc	8	59494	59494	12
ibm04	scc+2cyc	9	59494	59494	12
ibm04	scc	1	73606	73606	2
ibm04	scc	10	73606	73606	2
ibm04	scc	2	73606	73606	2
ibm04	scc	3	73606	73606	2
ibm04	scc	4	73606	73606	2
ibm04	scc	5	73606	73606	2
ibm04	scc	6	73606	73606	2
ibm04	scc	7	73606	73606	2
ibm04	scc	8	73606	73606	2
ibm04	scc	9	73606	73606	2
ibm05	HCS	1	998	998	114
ibm05	HCS	10	998	998	100
ibm05	HCS	2	998	998	99
ibm05	HCS	3	998	998	97
ibm05	HCS	4	998	998	95
ibm05	HCS	5	998	998	98
ibm05	HCS	6	998	998	95
ibm05	HCS	7	998	998	109
ibm05	HCS	8	998	998	99
ibm05	HCS	9	998	998	108
ibm05	RED	1	180	186	120
ibm05	RED	10	180	186	132
ibm05	RED	2	180	186	128
ibm05	RED	3	180	186	148
ibm05	RED	4	180	186	136
ibm05	RED	5	180	186	136
ibm05	RED	6	180	186	126
ibm05	RED	7	180	186	137
ibm05	RED	8	180	186	132
ibm05	RED	9	180	186	169
ibm05	REDstar	1	0	0	172
ibm05	REDstar	10	0	0	138
ibm05	REDstar	2	0	0	133
ibm05	REDstar	3	0	0	134
ibm05	REDstar	4	0	0	175
ibm05	REDstar	5	0	0	135
ibm05	REDstar	6	0	0	130
ibm05	REDstar	7	0	0	134
ibm05	REDstar	8	0	0	136
ibm05	REDstar	9	0	0	136
ibm05	scc+2cyc+chain	1	7381	7381	80
ibm05	scc+2cyc+chain	10	7381	7381	77
ibm05	scc+2cyc+chain	2	7381	7381	80
ibm05	scc+2cyc+chain	3	7381	7381	112
ibm05	scc+2cyc+chain	4	7381	7381	82
ibm05	scc+2cyc+chain	5	7381	7381	79
ibm05	scc+2cyc+chain	6	7381	7381	82
ibm05	scc+2cyc+chain	7	7381	7381	79
ibm05	scc+2cyc+chain	8	7381	7381	99
ibm05	scc+2cyc+chain	9	7381	7381	80
ibm05	scc+2cyc	1	7501	7501	11
ibm05	scc+2cyc	10	7501	7501	12
ibm05	scc+2cyc	2	7501	7501	11
ibm05	scc+2cyc	3	7501	7501	12
ibm05	scc+2cyc	4	7501	7501	11
ibm05	scc+2cyc	5	7501	7501	11
ibm05	scc+2cyc	6	7501	7501	11
ibm05	scc+2cyc	7	7501	7501	11
ibm05	scc+2cyc	8	7501	7501	11
ibm05	scc+2cyc	9	7501	7501	11
ibm05	scc	1	33078	33078	3
ibm05	scc	10	33078	33078	3
ibm05	scc	2	33078	33078	3
ibm05	scc	3	33078	33078	3
ibm05	scc	4	33078	33078	3
ibm05	scc	5	33078	33078	3
ibm05	scc	6	33078	33078	3
ibm05	scc	7	33078	33078	3
ibm05	scc	8	33078	33078	3
ibm05	scc	9	33078	33078	3
ibm06	HCS	1	75150	75564	111
ibm06	HCS	10	75150	75564	122
ibm06	HCS	2	75150	75564	125
ibm06	HCS	3	75150	75564	131
ibm06	HCS	4	75150	75564	132
ibm06	HCS	5	75150	75564	131
ibm06	HCS	6	75150	75564	153
ibm06	HCS	7	75150	75564	148
ibm06	HCS	8	75150	75564	132
ibm06	HCS	9	75150	75564	112
ibm06	RED	1	52840	55535	137
ibm06	RED	10	52840	55535	116
ibm06	RED	2	52840	55535	119
ibm06	RED	3	52840	55535	106
ibm06	RED	4	52840	55535	116
ibm06	RED	5	52840	55535	110
ibm06	RED	6	52840	55535	118
ibm06	RED	7	52840	55535	117
ibm06	RED	8	52840	55535	121
ibm06	RED	9	52840	55535	135
ibm06	REDstar	1	45671	49879	765
ibm06	REDstar	10	45671	49879	881
ibm06	REDstar	2	45671	49879	780
ibm06	REDstar	3	45671	49879	788
ibm06	REDstar	4	45671	49879	798
ibm06	REDstar	5	45671	49879	753
ibm06	REDstar	6	45671	49879	857
ibm06	REDstar	7	45671	49879	783
ibm06	REDstar	8	45671	49879	819
ibm06	REDstar	9	45671	49879	802
ibm06	scc+2cyc+chain	1	75434	75847	68
ibm06	scc+2cyc+chain	10	75434	75847	92
ibm06	scc+2cyc+chain	2	75434	75847	68
ibm06	scc+2cyc+chain	3	75434	75847	68
ibm06	scc+2cyc+chain	4	75434	75847	68
ibm06	scc+2cyc+chain	5	75434	75847	65
ibm06	scc+2cyc+chain	6	75434	75847	71
ibm06	scc+2cyc+chain	7	75434	75847	68
ibm06	scc+2cyc+chain	8	75434	75847	87
ibm06	scc+2cyc+chain	9	75434	75847	67
ibm06	scc+2cyc	1	77933	77933	16
ibm06	scc+2cyc	10	77933	77933	16
ibm06	scc+2cyc	2	77933	77933	16
ibm06	scc+2cyc	3	77933	77933	17
ibm06	scc+2cyc	4	77933	77933	16
ibm06	scc+2cyc	5	77933	77933	17
ibm06	scc+2cyc	6	77933	77933	16
ibm06	scc+2cyc	7	77933	77933	16
ibm06	scc+2cyc	8	77933	77933	16
ibm06	scc+2cyc	9	77933	77933	16
ibm06	scc	1	93251	93251	3
ibm06	scc	10	93251	93251	3
ibm06	scc	2	93251	93251	3
ibm06	scc	3	93251	93251	3
ibm06	scc	4	93251	93251	3
ibm06	scc	5	93251	93251	3
ibm06	scc	6	93251	93251	3
ibm06	scc	7	93251	93251	3
ibm06	scc	8	93251	93251	3
ibm06	scc	9	93251	93251	3
ibm07	HCS	1	96668	97516	185
ibm07	HCS	10	96668	97516	186
ibm07	HCS	2	96668	97516	187
ibm07	HCS	3	96668	97516	183
ibm07	HCS	4	96668	97516	233
ibm07	HCS	5	96668	97516	225
ibm07	HCS	6	96668	97516	188
ibm07	HCS	7	96668	97516	209
ibm07	HCS	8	96668	97516	187
ibm07	HCS	9	96668	97516	242
ibm07	RED	1	73291	76222	224
ibm07	RED	10	73291	76218	172
ibm07	RED	2	73291	76222	223
ibm07	RED	3	73291	76220	200
ibm07	RED	4	73291	76220	171
ibm07	RED	5	73291	76220	170
ibm07	RED	6	73291	76220	170
ibm07	RED	7	73291	76222	208
ibm07	RED	8	73291	76222	174
ibm07	RED	9	73291	76220	172
ibm07	REDstar	1	63470	68144	388
ibm07	REDstar	10	63470	68140	386
ibm07	REDstar	2	63470	68144	436
ibm07	REDstar	3	63470	68142	380
ibm07	REDstar	4	63470	68142	388
ibm07	REDstar	5	63470	68142	381
ibm07	REDstar	6	63470	68142	448
ibm07	REDstar	7	63470	68144	483
ibm07	REDstar	8	63470	68144	389
ibm07	REDstar	9	63470	68142	391
ibm07	scc+2cyc+chain	1	96948	97570	130
ibm07	scc+2cyc+chain	10	96943	97563	109
ibm07	scc+2cyc+chain	2	96947	97572	100
ibm07	scc+2cyc+chain	3	96945	97569	100
ibm07	scc+2cyc+chain	4	96944	97565	124
ibm07	scc+2cyc+chain	5	96946	97569	99
ibm07	scc+2cyc+chain	6	96943	97565	109
ibm07	scc+2cyc+chain	7	96948	97572	112
ibm07	scc+2cyc+chain	8	96947	97572	96
ibm07	scc+2cyc+chain	9	96949	97572	108
ibm07	scc+2cyc	1	113523	113523	23
ibm07	scc+2cyc	10	113523	113523	23
ibm07	scc+2cyc	2	113523	113523	23
ibm07	scc+2cyc	3	113523	113523	23
ibm07	scc+2cyc	4	113523	113523	24
ibm07	scc+2cyc	5	113523	113523	25
ibm07	scc+2cyc	6	113523	113523	23
ibm07	scc+2cyc	7	113523	113523	23
ibm07	scc+2cyc	8	113523	113523	23
ibm07	scc+2cyc	9	113523	113523	24
ibm07	scc	1	123227	123227	5
ibm07	scc	10	123227	123227	5
ibm07	scc	2	123227	123227	5
ibm07	scc	3	123227	123227	5
ibm07	scc	4	123227	123227	5
ibm07	scc	5	123227	123227	5
ibm07	scc	6	123227	123227	5
ibm07	scc	7	123227	123227	5
ibm07	scc	8	123227	123227	5
ibm07	scc	9	123227	123227	5
ibm08	HCS	1	110945	120436	209
ibm08	HCS	10	110947	120440	166
ibm08	HCS	2	110947	120440	167
ibm08	HCS	3	110945	120436	168
ibm08	HCS	4	110945	120436	162
ibm08	HCS	5	110945	120436	189
ibm08	HCS	6	110945	120436	187
ibm08	HCS	7	110945	120436	212
ibm08	HCS	8	110945	120436	224
ibm08	HCS	9	110945	120436	173
ibm08	RED	1	60445	70434	220
ibm08	RED	10	60445	70434	168
ibm08	RED	2	60445	70434	172
ibm08	RED	3	60445	70434	196
ibm08	RED	4	60445	70434	168
ibm08	RED	5	60445	70434	169
ibm08	RED	6	60445	70434	170
ibm08	RED	7	60445	70434	191
ibm08	RED	8	60445	70434	211
ibm08	RED	9	60445	70434	170
ibm08	REDstar	1	46050	62538	250
ibm08	REDstar	10	46050	62538	326
ibm08	REDstar	2	46050	62538	251
ibm08	REDstar	3	46050	62538	243
ibm08	REDstar	4	46050	62538	257
ibm08	REDstar	5	46050	62538	322
ibm08	REDstar	6	46050	62538	270
ibm08	REDstar	7	46050	62538	252
ibm08	REDstar	8	46050	62538	257
ibm08	REDstar	9	46050	62538	268
ibm08	scc+2cyc+chain	1	109991	119063	135
ibm08	scc+2cyc+chain	10	109989	119061	114
ibm08	scc+2cyc+chain	2	109989	119061	112
ibm08	scc+2cyc+chain	3	109991	119063	147
ibm08	scc+2cyc+chain	4	109991	119063	112
ibm08	scc+2cyc+chain	5	109989	119061	128
ibm08	scc+2cyc+chain	6	109991	119063	132
ibm08	scc+2cyc+chain	7	109989	119061	111
ibm08	scc+2cyc+chain	8	109989	119061	147
ibm08	scc+2cyc+chain	9	109989	119061	113
ibm08	scc+2cyc	1	121219	121219	27
ibm08	scc+2cyc	10	121219	121219	27
ibm08	scc+2cyc	2	121219	121219	26
ibm08	scc+2cyc	3	121219	121219	28
ibm08	scc+2cyc	4	121219	121219	26
ibm08	scc+2cyc	5	121219	121219	28
ibm08	scc+2cyc	6	121219	121219	27
ibm08	scc+2cyc	7	121219	121219	27
ibm08	scc+2cyc	8	121219	121219	27
ibm08	scc+2cyc	9	121219	121219	28
ibm08	scc	1	150233	150233	6
ibm08	scc	10	150233	150233	5
ibm08	scc	2	150233	150233	5
ibm08	scc	3	150233	150233	6
ibm08	scc	4	150233	150233	6
ibm08	scc	5	150233	150233	6
ibm08	scc	6	150233	150233	5
ibm08	scc	7	150233	150233	5
ibm08	scc	8	150233	150233	6
ibm08	scc	9	150233	150233	6
ibm09	HCS	1	81699	84433	225
ibm09	HCS	10	81697	84430	220
ibm09	HCS	2	81699	84433	213
ibm09	HCS	3	81699	84433	226
ibm09	HCS	4	81699	84433	257
ibm09	HCS	5	81697	84430	265
ibm09	HCS	6	81699	84433	220
ibm09	HCS	7	81699	84433	296
ibm09	HCS	8	81701	84436	247
ibm09	HCS	9	81697	84430	260
ibm09	RED	1	59447	63217	238
ibm09	RED	10	59447	63212	194
ibm09	RED	2	59447	63213	217
ibm09	RED	3	59447	63214	208
ibm09	RED	4	59447	63216	191
ibm09	RED	5	59447	63214	197
